condition,id,delete,description,set_size,enrichment_score,nes,pvalue,p_adjust,qvalue,rank,leading_edge,core_enrichment,gsea_enrichment
Ebola/VV (D1),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...790,HUMORAL ADAPTIVE IMMUNE SYSTEM,169,0.29521842787071806,1.1763262425584504,0.1968586387434555,0.23623036649214657,0.062165885918985954,604,"tags=19%, list=15%, signal=17%",CCL8/CCL2/CH25H/DEFB1/CCL1/BST2/SP140/SCARB2/ADM/EPHB2/EDNRB/LIF/P2RY14/CD38/FCGR2B/PRKCE/HHEX/TLR4/CHRNB2/CD69/PSMB10/TICAM1/TNFAIP3/S100A12/SRC/IL10/LYN/CD86/DUSP6/PTH2R/HLA-G/CDK14,ImmuneGO_BTM_general
Ebola/VV (D1),MAST CELL,MAST CELL...791,MAST CELL,9,0.4193123391389739,0.979759529009426,0.5135135135135135,0.5445686975082362,0.14330755197585163,541,"tags=33%, list=13%, signal=29%",SERPINB9/S100A12/CHGA,ImmuneGO_BTM_general
Ebola/VV (D1),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...792,IMMUNOGLOBULIN MEDIATED RESPONSE,64,0.276040968700935,0.9796929294016293,0.5035545023696683,0.5445686975082362,0.14330755197585163,599,"tags=23%, list=15%, signal=20%",CH25H/BST2/EPHB2/CD38/FCGR2B/PRKCE/HHEX/TLR4/CHRNB2/TICAM1/TNFAIP3/SRC/IL10/CD86/HLA-G,ImmuneGO_BTM_general
Ebola/VV (D1),B CELL,B CELL...793,B CELL,138,0.2503346398012404,0.9769549575493861,0.5218783351120597,0.5445686975082362,0.14330755197585163,604,"tags=18%, list=15%, signal=16%",CH25H/BST2/SP140/SCARB2/EPHB2/EDNRB/LIF/P2RY14/CD38/FCGR2B/PRKCE/HHEX/TLR4/CHRNB2/CD69/TICAM1/TNFAIP3/SRC/IL10/LYN/CD86/DUSP6/PTH2R/HLA-G/CDK14,ImmuneGO_BTM_general
Ebola/VV (D1),IMMUNE SYSTEM,IMMUNE SYSTEM...794,IMMUNE SYSTEM,64,0.23601034679179234,0.8376208397821142,0.7037914691943128,0.7037914691943128,0.18520828136692444,736,"tags=30%, list=18%, signal=25%",MAP2K6/FAR2/TLR7/PLAUR/MYD88/FGL2/LILRB1/TLR4/MEF2A/LYN/TLR5/CD86/DUSP6/TLR1/HLA-G/ICAM1/PLEK/SELL/GIMAP6,ImmuneGO_BTM_general
Malaria/SU (D1),NK CELL,NK CELL...795,NK CELL,51,-0.7836534281522957,-3.6684458558851776,1e-10,2.1818181818181817e-10,3.827751196172248e-11,242,"tags=75%, list=7%, signal=70%",MATK/CCL5/RASGRP1/NCAM1/CD7/GATA3/IL18R1/SH2D2A/PRKCQ/GZMB/ZAP70/ARL4C/GZMM/ITK/GZMA/CD247/CCL4/IL2RB/STAT4/PRKCH/NKG7/TBX21/GZMH/CD96/PTGDR/CST7/CTSW/IL18RAP/GNLY/RORA/PTPN4/KLRB1/XCL1/KLRD1/TGFBR3/CLIC3/KLRF1/KLRC3,ImmuneGO_BTM_general
Malaria/SU (D1),MONOCYTE,MONOCYTE...796,MONOCYTE,195,0.716960933177371,3.55935232858603,1e-10,2.1818181818181817e-10,3.827751196172248e-11,649,"tags=74%, list=19%, signal=64%",MYOF/FPR2/TYMP/DYSF/TFEC/EPB41L3/SECTM1/P2RY13/IL1RN/ACSL1/IL1B/DRAM1/TLR1/SLC31A2/IGSF6/CCR1/SORT1/MARCO/HPSE/MAFB/PLA2G7/PTGS2/FGL2/ALDH1A1/RBM47/FCGR2A/MS4A4A/FZD2/NOD2/NLRP3/ADAP2/LILRA1/MARCKS/LILRB1/BCL6/KYNU/CRISPLD2/RIN2/SIGLEC9/TNFAIP2/TLR8/DUSP6/SMARCD3/FPR1/CCR2/PLXDC2/BST1/NAIP/SPI1/LILRB2/TLR4/SIRPB1/TNS3/MTMR11/LTBR/ASGR2/DMXL2/MCTP1/GCA/ARHGEF10L/TLR2/MGAM/NACC2/FES/FZD1/S100A12/SLC11A1/IFNGR2/CCL2/LMO2/MBOAT7/SERPINA1/CYFIP1/NFE2/TIMP2/HCK/CHST15/SMPDL3A/PTPRE/CPPED1/ASGR1/MT1G/SIRPA/PLAUR/CD36/PILRA/ALOX5/HHEX/CYBB/LILRA2/IMPA2/SYK/SGK1/DPYD/IRAK3/LY96/HNMT/STAB1/P2RY2/LYN/PLBD1/PRKCD/S100A8/RTN1/SCPEP1/CD33/PTAFR/KLF4/TLR5/HLA-DMB/NINJ1/ST3GAL6/AIF1/CD1D/CEBPA/SLC15A3/F5/TREM1/QPCT/MNDA/KIAA0513/CEBPB/CPVL/CLEC4E/KCTD12/GRN/FCN1/ANPEP/CFP/EVI5/PYCARD/FGR/C5AR1/IL6R/NCF2/FCER1G/ITGAX/TMEM176A/S100A11/AOAH/STEAP4/ABCA1/DPYSL2/SAMHD1/IER3,ImmuneGO_BTM_general
Malaria/SU (D1),DENDRITIC CELL,DENDRITIC CELL...797,DENDRITIC CELL,113,0.6807223587805822,3.160195734919644,1e-10,2.1818181818181817e-10,3.827751196172248e-11,608,"tags=66%, list=17%, signal=57%",SERPING1/SLAMF8/IFIT3/IFIT2/IFIT1/RSAD2/IL1RN/KMO/IL1B/HERC5/SLC31A2/IGSF6/IRF7/CD38/CCR1/IFIH1/IFI6/GCH1/IFI27/TNFAIP6/ATF3/C1QA/C1QB/RBM47/DDX58/PLSCR1/BCL2A1/ICAM1/HLX/LHFPL2/CSF2RB/RIN2/MX2/TLR8/LAMP3/CLEC5A/PSEN2/CCR2/PLXDC2/DDX60/SPI1/SLC27A3/PRRG4/LTBR/GRINA/DSE/SIGLEC1/FZD1/IFNGR2/MAP3K8/TMEM51/SIRPA/ALOX5/LY96/DOCK4/STAB1/LAMP2/HLA-DMA/PSEN1/CTSB/PRKCD/NINJ1/ST3GAL6/RRAGD/TNF/CXCL11/SERPINB9/ATP1B1/ANPEP/ALCAM/CD40/RELB/AGPAT3/ADAM9/ITGAX,ImmuneGO_BTM_general
Malaria/SU (D1),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...798,INNATE IMMUNE SYSTEM,485,0.5897012415886994,3.1493343359541153,1e-10,2.1818181818181817e-10,3.827751196172248e-11,576,"tags=52%, list=17%, signal=50%",SERPING1/CXCL10/SLAMF8/IFIT3/GBP1/MYOF/FPR2/IFIT2/KCNJ2/AIM2/IFIT1/RSAD2/TYMP/TLR7/DYSF/TFEC/EPB41L3/IL15/SECTM1/P2RY13/IL1RN/ACSL1/KMO/IL1B/FFAR2/DRAM1/STAT1/HERC5/TLR1/OAS3/IFI35/SLC31A2/GBP2/IGSF6/IRF7/IRF1/CD38/CCR1/SORT1/IFIH1/MARCO/HPSE/MAFB/IFI6/PLA2G7/CXCL9/GCH1/TRIM21/IFI27/TNFAIP6/ATF3/MX1/OAS1/C1QA/WDFY3/PTGS2/FAR2/C1QB/FGL2/ALDH1A1/RBM47/FCGR2A/MS4A4A/FZD2/DDX58/OAS2/NOD2/OASL/PLSCR1/BCL2A1/ICAM1/NLRP3/ADAP2/LILRA1/MARCKS/HLX/LILRB1/LHFPL2/BCL6/KYNU/FRAT2/CSF2RB/CRISPLD2/RIN2/SIGLEC9/SBNO2/MX2/TNFAIP2/TRIB1/TLR8/LAMP3/PML/CLEC5A/DUSP6/SMARCD3/PSEN2/FPR1/CCR2/PLXDC2/BST1/S100P/NCF4/NAIP/PSMB10/SRC/DDX60/SPI1/LILRB2/TLR4/SIRPB1/TNS3/SLC27A3/MTMR11/PRRG4/SLC22A4/LTBR/BCL10/GRINA/ASGR2/BST2/DMXL2/SLC2A6/RNF19B/CIITA/MCTP1/KCNJ15/DSE/GCA/ARHGEF10L/IFITM3/TLR2/SIGLEC1/MGAM/NACC2/CR1/FES/FZD1/S100A12/SLC11A1/IFNGR2/MAP3K8/CCL2/LMO2/MBOAT7/SERPINA1/EIF2AK2/CYFIP1/NFE2/TIMP2/CASP4/HCK/CHST15/SMPDL3A/GSDMD/PTPRE/CPPED1/DHX58/ASGR1/TMEM33/TMEM51/MT1G/SIRPA/PLAUR/CD36/PILRA/NPL/ALOX5/HHEX/TICAM1/CYBB/LILRA2/IMPA2/CASP1/SYK/SGK1/DPYD/IRAK3/LY96/PSMB8/DOCK4/HNMT/STAB1/LAMP2/P2RY2/LYN/HLA-DMA/PLBD1/PSEN1/CTSB/MTHFD1/PRKCD/S100A8/RIPK2/RTN1/SCPEP1/BEST1/CD33/PTAFR/KLF4/TLR5/MYD88/HLA-DMB/NINJ1/PSME1/ST3GAL6/RRAGD/AIF1/CD1D/TNF/CD74/CEBPA/SLC15A3/F5/HMOX1/TLR6/TREM1/QPCT/CXCL11/ERAP2/HLA-DPA1/SERPINB9/MEF2A/MNDA/KIAA0513/CEBPB/ATP1B1/CPVL/CLEC4E/CEBPG/KCTD12/TRIM22/HDAC4/GRN/FCN1/ANPEP/CD55/IL10RB/CFP/EVI5/HLA-DRA/ALCAM/F2RL1/CD40/PYCARD/FGR/RELB/CHUK/C5AR1/IL6R/NCF2/AGPAT3,ImmuneGO_BTM_general
Malaria/SU (D1),LEUKOCYTES,LEUKOCYTES...799,LEUKOCYTES,511,0.5687924337324017,3.057086091747283,1e-10,2.1818181818181817e-10,3.827751196172248e-11,649,"tags=53%, list=19%, signal=50%",SERPING1/CXCL10/SLAMF8/IFIT3/GBP1/MYOF/FPR2/IFIT2/KCNJ2/AIM2/IFIT1/RSAD2/TYMP/TLR7/DYSF/TFEC/EPB41L3/IL15/SECTM1/P2RY13/IL1RN/ACSL1/KMO/IL1B/FFAR2/DRAM1/HERC5/TLR1/OAS3/ADM/IFI35/STX11/SLC31A2/GBP2/IGSF6/IRF7/IL15RA/IRF1/TNFSF10/CD38/CCR1/SORT1/IFIH1/MARCO/LILRB4/HPSE/MAFB/IFI6/PLA2G7/CXCL9/GCH1/IFI27/TNFAIP6/ATF3/MX1/OAS1/WDFY3/PTGS2/FGL2/ALDH1A1/RBM47/FCGR2A/MS4A4A/FZD2/DDX58/OAS2/NOD2/OASL/PLSCR1/BCL2A1/ICAM1/NLRP3/ADAP2/LILRA1/MARCKS/HLX/RBBP8/LILRB1/LHFPL2/BCL6/KYNU/FRAT2/CSF2RB/CRISPLD2/RIN2/SIGLEC9/SBNO2/MX2/TNFAIP2/TRIB1/TLR8/LAMP3/PML/CLEC5A/DUSP6/SMARCD3/PSEN2/PSMB9/FPR1/C3AR1/CCR2/PLXDC2/BST1/S100P/NCF4/NAIP/PSMB10/SRC/DDX60/SPI1/LILRB2/GCNT1/TLR4/SIRPB1/TNS3/SLC27A3/MTMR11/IRF2/PRRG4/SLC22A4/IRF9/LTBR/BCL10/GRINA/ASGR2/BST2/DMXL2/SLC2A6/RNF19B/CIITA/MCTP1/KCNJ15/DSE/GCA/ARHGEF10L/IFITM3/TLR2/SIGLEC1/MGAM/NACC2/CR1/FES/FZD1/FOLR3/S100A12/SLC11A1/IFNGR2/MAP3K8/CCL2/LMO2/MBOAT7/SERPINA1/EIF2AK2/CYFIP1/NFE2/TIMP2/CASP4/HCK/CHST15/SIGLEC5/SMPDL3A/GSDMD/PTPRE/CPPED1/DHX58/ASGR1/TMEM33/TMEM51/SIRPA/PLAUR/CD36/PILRA/NPL/ALOX5/HHEX/TICAM1/CYBB/LILRA2/IMPA2/CASP1/SYK/SGK1/DPYD/IRAK3/LY96/PSMB8/DOCK4/HNMT/STAB1/LAMP2/GTPBP1/P2RY2/LYN/HLA-DMA/PLBD1/CD300C/CTSB/PRKCD/S100A8/RIPK2/RTN1/SCPEP1/BEST1/CD33/PTAFR/KLF4/TLR5/MYD88/HLA-DMB/NINJ1/ST3GAL6/RRAGD/AIF1/CD1D/TNF/CEBPA/SLC15A3/F5/TLR6/TREM1/QPCT/CXCL11/ERAP2/HLA-DPA1/SERPINB9/MNDA/KIAA0513/CEBPB/ATP1B1/CPVL/CLEC4E/CEBPG/KCTD12/TRIM22/GRN/FCN1/ANPEP/CD55/IL10RB/CFP/EVI5/ENTPD1/HLA-DRA/ALCAM/F2RL1/CD40/PYCARD/FGR/RELB/C5AR1/IL6R/NCF2/AGPAT3/DENND3/FCER1G/UPP1/ADAM9/ITGAX/TRIM25/TMEM176A/S100A11/AOAH/RETN/GALNT6/STEAP4/ABCA1/DAPK1/DPYSL2/SAMHD1/IER3,ImmuneGO_BTM_general
Malaria/SU (D1),ANTIVIRAL & IFN,ANTIVIRAL & IFN...800,ANTIVIRAL & IFN,51,0.7462867520097892,3.016989391403774,1e-10,2.1818181818181817e-10,3.827751196172248e-11,345,"tags=63%, list=10%, signal=57%",SERPING1/CXCL10/GBP1/IFIT2/IFIT1/RSAD2/IL1B/STAT1/HERC5/OAS3/GBP2/IRF7/IRF1/IFIH1/IFI27/MX1/OAS1/C1QB/DDX58/OAS2/PLSCR1/PML/DDX60/TLR4/IFITM3/IFNGR2/CCL2/EIF2AK2/HCK/DHX58/SIRPA/CASP1,ImmuneGO_BTM_general
Malaria/SU (D1),T CELL,T CELL...801,T CELL,194,-0.4803495187200786,-2.9735226472631786,1e-10,2.1818181818181817e-10,3.827751196172248e-11,354,"tags=41%, list=10%, signal=39%",PDE4D/LTB/CXCR3/PLCG1/CD3D/CLDND1/DPP4/GPR171/CAMK4/TCF7/IL32/PTPN22/PKIA/CCL5/RASGRP1/CD7/PRDX2/LIME1/CD6/CCR7/PRKACB/CD8B/BCL2/TECR/KLF12/GATA3/PIK3R1/ITPR3/SIRPG/SOX4/IL18R1/TOX/UBASH3A/CD28/GPR183/LCK/JUN/ZMYND11/CD2/PRKCQ/GZMB/RHOH/LEF1/ZAP70/CD8A/IL7R/ITM2A/CD3E/GZMM/SLC38A1/TRAT1/ITK/ITPKB/ABLIM1/GZMA/CD247/IL2RB/CD27/STAT4/ETS1/SKAP1/PRKCH/NKG7/SPOCK2/GZMH/CD96/BCL11B/GZMK/CLEC2D/GNLY/RORA/SH2D1A/KLRB1/XCL1/LRRN3/TXK/NELL2/CD160/FCER1A,ImmuneGO_BTM_general
Malaria/SU (D1),SIGNALING,SIGNALING...802,SIGNALING,51,0.7321402625488087,2.9597998345552243,1e-10,2.1818181818181817e-10,3.827751196172248e-11,313,"tags=65%, list=9%, signal=60%",SERPING1/CXCL10/IFIT1/RSAD2/IL15/IL1B/STAT1/HERC5/OAS3/IRF7/IL15RA/CCR1/IFIH1/CXCL9/GCH1/TNFAIP6/OAS1/C1QB/DDX58/PLSCR1/BCL2A1/ICAM1/BCL6/SBNO2/TRIB1/PML/DUSP6/DDX60/MAP3K8/CCL2/TIMP2/HCK/DHX58,ImmuneGO_BTM_general
Malaria/SU (D1),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...803,CELLULAR ADAPTIVE IMMUNE SYSTEM,200,-0.46565380226564856,-2.8960005831684716,1e-10,2.1818181818181817e-10,3.827751196172248e-11,354,"tags=40%, list=10%, signal=38%",PDE4D/LTB/CXCR3/PLCG1/CD3D/CLDND1/DPP4/GPR171/CAMK4/TCF7/IL32/PTPN22/PKIA/CCL5/RASGRP1/CD7/PRDX2/LIME1/CD6/CCR7/PRKACB/CD8B/BCL2/TECR/KLF12/GATA3/PIK3R1/ITPR3/SIRPG/SOX4/IL18R1/TOX/UBASH3A/CD28/GPR183/LCK/JUN/ZMYND11/CD2/PRKCQ/GZMB/RHOH/LEF1/ZAP70/CD8A/IL7R/ITM2A/CD3E/GZMM/SLC38A1/TRAT1/ITK/ITPKB/ABLIM1/GZMA/CD247/IL2RB/CD27/STAT4/ETS1/SKAP1/PRKCH/NKG7/SPOCK2/GZMH/CD96/BCL11B/GZMK/CLEC2D/GNLY/RORA/SH2D1A/KLRB1/XCL1/LRRN3/TXK/NELL2/CD160/FCER1A,ImmuneGO_BTM_general
Malaria/SU (D1),ARPP,ARPP...804,ARPP,162,0.5804329940386511,2.803123487548145,1e-10,2.1818181818181817e-10,3.827751196172248e-11,568,"tags=55%, list=16%, signal=48%",CXCL10/FPR2/IFIT2/KCNJ2/AIM2/TLR7/DYSF/P2RY13/IL1B/TLR1/IFI35/IRF7/CCR1/IFIH1/WDFY3/PTGS2/FAR2/FGL2/DDX58/ICAM1/LILRB1/BCL6/KYNU/SIGLEC9/TLR8/DUSP6/FPR1/CCR2/BST1/NCF4/PSMB10/SRC/SPI1/LILRB2/TLR4/LTBR/BCL10/ASGR2/BST2/KCNJ15/TLR2/MGAM/FES/S100A12/SLC11A1/CCL2/NFE2/HCK/DHX58/ASGR1/MT1G/SIRPA/PLAUR/CD36/PILRA/NPL/ALOX5/TICAM1/CASP1/SYK/IRAK3/LY96/PSMB8/LYN/HLA-DMA/PSEN1/RIPK2/RTN1/TLR5/MYD88/HLA-DMB/AIF1/CD1D/TNF/CD74/HMOX1/TLR6/HLA-DPA1/MEF2A/MNDA/ANPEP/HLA-DRA/CD40/PYCARD/FGR/RELB/CHUK/C5AR1/IL6R,ImmuneGO_BTM_general
Malaria/SU (D1),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...805,ADAPTIVE IMMUNE SYSTEM,293,-0.39393689793584225,-2.5594244661656167,1e-10,2.1818181818181817e-10,3.827751196172248e-11,534,"tags=39%, list=15%, signal=36%",ASXL1/ITM2C/TMEM106C/CD5/CD320/IL21R/APBB1/TCL1A/ICOS/ADARB1/GFI1/FLT3LG/DENND2D/CD1C/CAMLG/CD79A/IMPDH2/CD79B/PDE4D/P2RX5/LTB/POU2AF1/OSBPL10/CXCR3/PLCG1/CD3D/CLDND1/DPP4/GPR171/CAMK4/TCF7/BLK/IL32/NT5E/PRKCZ/PTPN22/PKIA/CCL5/RASGRP1/CD7/PRDX2/LIME1/CD6/CCR7/PRKACB/CD8B/BCL2/TECR/KLF12/GATA3/PIK3R1/ITPR3/CD9/SIRPG/ADAM28/SOX4/IL18R1/LAX1/SH2D2A/TOX/UBASH3A/CD28/GPR183/LCK/JUN/ZMYND11/CD2/PRKCQ/GZMB/RHOH/LEF1/TPD52/ZAP70/CD8A/IL7R/ITM2A/CD3E/GZMM/SLC38A1/TRAT1/ITK/ITPKB/ABLIM1/CXCR4/GZMA/CD247/CCL4/IL2RB/CD27/STAT4/ETS1/SKAP1/PRKCH/MSH2/NKG7/SPOCK2/GZMH/LY9/CD96/BCL11B/GZMK/CLEC2D/GNLY/RORA/NR3C2/SH2D1A/KLRB1/XCL1/CD69/LRRN3/TXK/NELL2/CD160/FCER1A,ImmuneGO_BTM_general
Malaria/SU (D1),MYELOID CELL,MYELOID CELL...806,MYELOID CELL,38,0.7177169933234153,2.731224381954167,6.840464667231696e-10,1.3680929334463392e-9,2.400163041133928e-10,511,"tags=66%, list=15%, signal=57%",MYOF/TLR7/SECTM1/IL1RN/IGSF6/CCR1/MARCO/NLRP3/LILRA1/MARCKS/BCL6/TLR8/CLEC5A/CCR2/TLR4/MTMR11/SLC2A6/CHST15/ASGR1/HHEX/TLR5/CD1D/SLC15A3/F5/KCTD12,ImmuneGO_BTM_general
Malaria/SU (D1),NEUTROPHIL,NEUTROPHIL...807,NEUTROPHIL,49,0.6038764605107284,2.407640057531252,3.435727654479124e-7,6.342881823653768e-7,1.1127862848515382e-7,586,"tags=63%, list=17%, signal=53%",FPR2/IL15/FFAR2/CXCL9/FCGR2A/FRAT2/FPR1/CCR2/S100P/NCF4/SLC22A4/KCNJ15/MGAM/S100A12/CCL2/MBOAT7/NFE2/NPL/LILRA2/IMPA2/SYK/MTHFD1/PRKCD/BEST1/PTAFR/TREM1/F2RL1/C5AR1/IL6R/DENND3/FCER1G,ImmuneGO_BTM_general
Malaria/SU (D1),LYMPHOCYTE,LYMPHOCYTE...808,LYMPHOCYTE,24,-0.6682278086304614,-2.5795923963303724,7.229480563791617e-7,1.23933952522142e-6,2.174279868809509e-7,475,"tags=79%, list=14%, signal=69%",BANK1/IL23A/VPREB3/ADCY9/TCL1A/ADARB1/CD79A/BLK/PRKCZ/CD7/CD9/SH2D2A/UBASH3A/CD28/CD2/CD3E/TRAT1/CCL4/SH2D1A,ImmuneGO_BTM_general
Malaria/SU (D1),COMPLEMENT,COMPLEMENT...809,COMPLEMENT,12,0.8151738507738768,2.2878063589690214,7.879535859040499e-6,1.2607257374464798e-5,2.2117995393797887e-6,567,"tags=83%, list=16%, signal=70%",SERPING1/FPR2/C1QA/C1QB/FPR1/C3AR1/CR1/CD55/CFP/C5AR1,ImmuneGO_BTM_general
Malaria/SU (D1),IMMUNE SYSTEM,IMMUNE SYSTEM...810,IMMUNE SYSTEM,79,0.43864434381825346,1.924535731048216,4.871794413384618e-4,7.307691620076927e-4,1.2820511614170047e-4,586,"tags=46%, list=17%, signal=39%",TLR7/TLR1/PTGS2/FAR2/FGL2/ICAM1/LILRB1/TLR8/DUSP6/LILRB2/TLR4/TLR2/HCK/PLAUR/CD36/SYK/IRAK3/LY96/LYN/HLA-DMA/RTN1/TLR5/MYD88/HLA-DMB/AIF1/CD1D/CD74/HMOX1/TLR6/HLA-DPA1/MEF2A/MNDA/HLA-DRA/FGR/CHUK/FCER1G,ImmuneGO_BTM_general
Malaria/SU (D1),MACROPHAGE,MACROPHAGE...811,MACROPHAGE,11,0.6864836397071193,1.889727849445661,0.004990334478770916,0.007045178087676588,0.0012359961557327345,346,"tags=64%, list=10%, signal=58%",IFI35/CCR2/TLR4/SLC11A1/CCL2/TICAM1/SYK,ImmuneGO_BTM_general
Malaria/SU (D1),EOSINOPHIL,EOSINOPHIL...812,EOSINOPHIL,8,-0.6667319178839287,-1.8084185624475335,0.00836687501603629,0.011155833354715053,0.0019571637464412374,398,"tags=62%, list=11%, signal=55%",VAMP2/CCL5/CCL4/XCL1/FCER1A,ImmuneGO_BTM_general
Malaria/SU (D1),INFLAMMATION,INFLAMMATION...813,INFLAMMATION,24,0.5131373526344858,1.7825875396569009,0.017984970842326108,0.022717857906096133,0.003985589106332656,488,"tags=50%, list=14%, signal=43%",IL1RN/IL1B/GCH1/TNFAIP6/NOD2/NLRP3/TLR4/STAB1/RIPK2/AIF1/TNF/SERPINB9,ImmuneGO_BTM_general
Malaria/SU (D1),B CELL,B CELL...814,B CELL,111,-0.24413953990426154,-1.3773161584474007,0.029545880861577997,0.035455057033893594,0.0062201854445427356,672,"tags=35%, list=19%, signal=29%",SPIB/FAM30A/TNFRSF17/PKIG/ST3GAL1/IL2RG/CD81/STAT5B/UNG/ITM2C/TCL1A/CAMLG/CD79A/CD79B/P2RX5/POU2AF1/OSBPL10/BLK/NT5E/RASGRP1/CCR7/BCL2/GATA3/PIK3R1/ADAM28/LAX1/GPR183/TPD52/ZAP70/IL7R/ITK/CXCR4/IL2RB/CD27/MSH2/LY9/BCL11B/NR3C2/CD69,ImmuneGO_BTM_general
Malaria/SU (D1),ANTIMICROBIAL,ANTIMICROBIAL...815,ANTIMICROBIAL,12,0.49118381163421965,1.3785199888497466,0.13184931506849315,0.1506849315068493,0.026435952895938475,259,"tags=33%, list=7%, signal=31%",ADM/CXCL9/S100A12/SLC11A1,ImmuneGO_BTM_general
Malaria/SU (D1),HUMORAL ADAPTIVE IMMUNE SYSTEM,HUMORAL ADAPTIVE IMMUNE SYSTEM...816,HUMORAL ADAPTIVE IMMUNE SYSTEM,134,0.24612842771541085,1.1639148680833638,0.2196029776674938,0.23956688472817503,0.04202927802248684,613,"tags=31%, list=18%, signal=26%",ADM/CD38/P2RY14/CXCL9/BCL6/CSF2RB/DUSP6/CCR2/BST1/PSMB10/SRC/SPI1/TLR4/BCL10/BST2/CIITA/CBFA2T3/S100A12/SLC11A1/CCL2/HCK/GRB2/ALOX5/HHEX/TICAM1/SYK/LYN/HLA-DMA/PRKCD/GAB2/TNF/HLA-DPA1/MNDA/CEBPG/HDAC4/HLA-DRA/CD40/FGR/FCER1G/SCARB2/LIMK1,ImmuneGO_BTM_general
Malaria/SU (D1),MAST CELL,MAST CELL...817,MAST CELL,12,-0.36973494579090366,-1.1636071704535156,0.27751196172248804,0.28957769918868315,0.05080310512082161,292,"tags=33%, list=8%, signal=31%",STAT5B/PTGDS/RASGRP1/FCER1A,ImmuneGO_BTM_general
Malaria/SU (D1),IMMUNOGLOBULIN MEDIATED RESPONSE,IMMUNOGLOBULIN MEDIATED RESPONSE...818,IMMUNOGLOBULIN MEDIATED RESPONSE,66,0.25572508148362605,1.0813858605303177,0.34854771784232363,0.34854771784232363,0.06114872242847782,613,"tags=32%, list=18%, signal=27%",CD38/BCL6/CSF2RB/SRC/SPI1/TLR4/BCL10/BST2/HCK/GRB2/HHEX/TICAM1/SYK/PRKCD/MNDA/CEBPG/HDAC4/CD40/FGR/FCER1G/LIMK1,ImmuneGO_BTM_general
Varicella Zoster/LA (D1),NK CELL,NK CELL...819,NK CELL,11,-0.6379829408394212,-1.7945473448170945,0.005505105809840154,0.1003318971377828,0.08893686172878254,18,"tags=73%, list=33%, signal=61%",GZMA/TBX21/TGFBR3/NKG7/CST7/ADRB2/KLRD1/GZMH,ImmuneGO_BTM_general
Varicella Zoster/LA (D1),INNATE IMMUNE SYSTEM,INNATE IMMUNE SYSTEM...820,INNATE IMMUNE SYSTEM,15,-0.5825072735746538,-1.7505358330250858,0.013455281211774287,0.1003318971377828,0.08893686172878254,20,"tags=67%, list=37%, signal=58%",PYHIN1/GZMA/TBX21/TGFBR3/CD8A/NKG7/CST7/ADRB2/KLRD1/GZMH,ImmuneGO_BTM_general
Varicella Zoster/LA (D1),LEUKOCYTES,LEUKOCYTES...821,LEUKOCYTES,13,-0.5684732933686,-1.6627262160675047,0.01584187849543939,0.1003318971377828,0.08893686172878254,18,"tags=62%, list=33%, signal=54%",GZMA/TBX21/TGFBR3/NKG7/CST7/ADRB2/KLRD1/GZMH,ImmuneGO_BTM_general
Varicella Zoster/LA (D1),ADAPTIVE IMMUNE SYSTEM,ADAPTIVE IMMUNE SYSTEM...822,ADAPTIVE IMMUNE SYSTEM,11,-0.46696922548961806,-1.3135122118016185,0.16055625790139064,0.711792252022137,0.6309515807398445,32,"tags=91%, list=59%, signal=47%",ITGAL/STAT4/IL2RB/CCL5/PIK3R3/GZMA/GZMK/CD8A/NKG7/GZMH,ImmuneGO_BTM_general
Varicella Zoster/LA (D1),CELLULAR ADAPTIVE IMMUNE SYSTEM,CELLULAR ADAPTIVE IMMUNE SYSTEM...823,CELLULAR ADAPTIVE IMMUNE SYSTEM,10,-0.45082453289257424,-1.2336110246093166,0.2247765006385696,0.711792252022137,0.6309515807398445,32,"tags=90%, list=59%, signal=45%",ITGAL/STAT4/IL2RB/CCL5/GZMA/GZMK/CD8A/NKG7/GZMH,ImmuneGO_BTM_general
Varicella Zoster/LA (D1),T CELL,T CELL...824,T CELL,10,-0.45082453289257424,-1.2336110246093166,0.2247765006385696,0.711792252022137,0.6309515807398445,32,"tags=90%, list=59%, signal=45%",ITGAL/STAT4/IL2RB/CCL5/GZMA/GZMK/CD8A/NKG7/GZMH,ImmuneGO_BTM_general
Varicella Zoster/LA (D1),DENDRITIC CELL,DENDRITIC CELL...825,DENDRITIC CELL,3,0.4509803921568627,0.9416902802985838,0.550561797752809,0.9449934123847168,0.8376672907565357,31,"tags=100%, list=57%, signal=45%",SPINT2/STAT4/CCL5,ImmuneGO_BTM_general
Varicella Zoster/LA (D1),ARPP,ARPP...826,ARPP,3,-0.45098039215686275,-0.8761946636765795,0.6507692307692308,0.9449934123847168,0.8376672907565357,32,"tags=100%, list=59%, signal=43%",CCL5/CD8A,ImmuneGO_BTM_general
