genes,infection_vaccination,n_conditions,comparison
CSAD,Infection,4,Infection only
CTF1,Infection,4,Infection only
CTH,Infection,4,Infection only
CTSO,Infection,4,Infection only
CXorf23,Infection,4,Infection only
CYB5D1,Infection,4,Infection only
CYP46A1,Infection,4,Infection only
DAPP1,Infection,4,Infection only
DBN1,Infection,4,Infection only
DCAF7,Infection,4,Infection only
DDR1,Infection,4,Infection only
DDX11L10,Infection,4,Infection only
DENND2C,Infection,4,Infection only
DENND2D,Infection,4,Infection only
DENND5A,Infection,4,Infection only
DEPDC1B,Infection,4,Infection only
DET1,Infection,4,Infection only
DFNB59,Infection,4,Infection only
DGAT2,Infection,4,Infection only
DHRS12,Infection,4,Infection only
DHRS7,Infection,4,Infection only
DHX37,Infection,4,Infection only
DICER1-AS1,Infection,4,Infection only
DLG3,Infection,4,Infection only
DLG4,Infection,4,Infection only
DNAH6,Infection,4,Infection only
DOC2B,Infection,4,Infection only
DOCK10,Infection,4,Infection only
DOCK6,Infection,4,Infection only
DPH1,Infection,4,Infection only
DPYD-AS2,Infection,4,Infection only
DRC1,Infection,4,Infection only
DTX3,Infection,4,Infection only
DUSP2,Infection,4,Infection only
DYNC1LI1,Infection,4,Infection only
DYRK2,Infection,4,Infection only
EAPP,Infection,4,Infection only
ECM1,Infection,4,Infection only
EDN1,Infection,4,Infection only
EEF1B2,Infection,4,Infection only
EFNA1,Infection,4,Infection only
EIF1B-AS1,Infection,4,Infection only
EIF3G,Infection,4,Infection only
EMC7,Infection,4,Infection only
EME2,Infection,4,Infection only
EMILIN1,Infection,4,Infection only
ENO4,Infection,4,Infection only
ENPP5,Infection,4,Infection only
ENTPD1,Infection,4,Infection only
EPB41L3,Infection,4,Infection only
EPHX4,Infection,4,Infection only
EPS8L1,Infection,4,Infection only
ESRP2,Infection,4,Infection only
ETF1,Infection,4,Infection only
EVA1C,Infection,4,Infection only
EXOC6B,Infection,4,Infection only
EXT1,Infection,4,Infection only
EXTL3-AS1,Infection,4,Infection only
EYS,Infection,4,Infection only
F5,Infection,4,Infection only
FAAH2,Infection,4,Infection only
FABP2,Infection,4,Infection only
FABP5,Infection,4,Infection only
FADD,Infection,4,Infection only
FAM117A,Infection,4,Infection only
FAM153C,Infection,4,Infection only
FAM178B,Infection,4,Infection only
FAM186B,Infection,4,Infection only
FAM20C,Infection,4,Infection only
FAM212A,Infection,4,Infection only
FAM213B,Infection,4,Infection only
FAM65A,Infection,4,Infection only
FAM65C,Infection,4,Infection only
FAM71F1,Infection,4,Infection only
FAM84B,Infection,4,Infection only
FAM86B1,Infection,4,Infection only
FAM98B,Infection,4,Infection only
FBF1,Infection,4,Infection only
FBXO33,Infection,4,Infection only
FBXO9,Infection,4,Infection only
FCN1,Infection,4,Infection only
FCN2,Infection,4,Infection only
FCRL2,Infection,4,Infection only
FEM1C,Infection,4,Infection only
FERMT3,Infection,4,Infection only
FGFBP2,Infection,4,Infection only
FHAD1,Infection,4,Infection only
FIG4,Infection,4,Infection only
FITM2,Infection,4,Infection only
FLJ21408,Infection,4,Infection only
FLJ42393,Infection,4,Infection only
FLJ45079,Infection,4,Infection only
FLNB,Infection,4,Infection only
FLYWCH1,Infection,4,Infection only
FN1,Infection,4,Infection only
FOXP4,Infection,4,Infection only
FSTL3,Infection,4,Infection only
FSTL4,Infection,4,Infection only
FTO,Infection,4,Infection only
FTSJ2,Infection,4,Infection only
FUT11,Infection,4,Infection only
FYB,Infection,4,Infection only
FYCO1,Infection,4,Infection only
FYN,Infection,4,Infection only
FZD1,Infection,4,Infection only
GALM,Infection,4,Infection only
GAMT,Infection,4,Infection only
GAS7,Infection,4,Infection only
GBP5,Infection,4,Infection only
GCDH,Infection,4,Infection only
GCN1,Infection,4,Infection only
GFRA2,Infection,4,Infection only
GGT5,Infection,4,Infection only
GJB7,Infection,4,Infection only
GLB1L2,Infection,4,Infection only
GMNN,Infection,4,Infection only
GNA15,Infection,4,Infection only
GNAI3,Infection,4,Infection only
GOLGA6L5P,Infection,4,Infection only
GOLGA6L9,Infection,4,Infection only
GOLGA7,Infection,4,Infection only
GPAT2,Infection,4,Infection only
GPM6B,Infection,4,Infection only
GPR137C,Infection,4,Infection only
GPR162,Infection,4,Infection only
GPR20,Infection,4,Infection only
GPR75,Infection,4,Infection only
GPSM3,Infection,4,Infection only
GPT2,Infection,4,Infection only
GRAMD1C,Infection,4,Infection only
GSG2,Infection,4,Infection only
GSTA4,Infection,4,Infection only
GSTM3,Infection,4,Infection only
GSTM4,Infection,4,Infection only
GSTO2,Infection,4,Infection only
GTF2H2,Infection,4,Infection only
GTPBP2,Infection,4,Infection only
GTSF1,Infection,4,Infection only
GUSBP1,Infection,4,Infection only
GZMK,Infection,4,Infection only
H2AFY,Infection,4,Infection only
HAPLN3,Infection,4,Infection only
HAVCR1P1,Infection,4,Infection only
HBA1,Infection,4,Infection only
HBG2,Infection,4,Infection only
HCG18,Infection,4,Infection only
HDAC11,Infection,4,Infection only
HEATR5A,Infection,4,Infection only
HECA,Infection,4,Infection only
HEMK1,Infection,4,Infection only
HERC2P10,Infection,4,Infection only
HEXB,Infection,4,Infection only
HHLA2,Infection,4,Infection only
HHLA3,Infection,4,Infection only
HIF1A,Infection,4,Infection only
HIP1R,Infection,4,Infection only
HIST1H2BC,Infection,4,Infection only
HLX,Infection,4,Infection only
HOMER1,Infection,4,Infection only
HOOK1,Infection,4,Infection only
HORMAD1,Infection,4,Infection only
HOXB-AS1,Infection,4,Infection only
HOXB2,Infection,4,Infection only
HPD,Infection,4,Infection only
HPGDS,Infection,4,Infection only
HS6ST1,Infection,4,Infection only
HSD17B11,Infection,4,Infection only
HSD17B13,Infection,4,Infection only
HSDL2,Infection,4,Infection only
HSPA7,Infection,4,Infection only
HTRA4,Infection,4,Infection only
HYLS1,Infection,4,Infection only
ICAM5,Infection,4,Infection only
IFITM10,Infection,4,Infection only
IGBP1P1,Infection,4,Infection only
IGF1,Infection,4,Infection only
IGSF8,Infection,4,Infection only
IL17RA,Infection,4,Infection only
IL4I1,Infection,4,Infection only
INSR,Infection,4,Infection only
IQSEC2,Infection,4,Infection only
IRF5,Infection,4,Infection only
IRG1,Infection,4,Infection only
ITGA8,Infection,4,Infection only
ITGA9-AS1,Infection,4,Infection only
ITPRIP,Infection,4,Infection only
IVD,Infection,4,Infection only
IVNS1ABP,Infection,4,Infection only
JCHAIN,Infection,4,Infection only
JRK,Infection,4,Infection only
JTB,Infection,4,Infection only
JUN,Infection,4,Infection only
KALRN,Infection,4,Infection only
KATNBL1,Infection,4,Infection only
KCMF1,Infection,4,Infection only
KCNH7,Infection,4,Infection only
KCNMA1,Infection,4,Infection only
KCTD15,Infection,4,Infection only
KCTD17,Infection,4,Infection only
KDM5B,Infection,4,Infection only
KHK,Infection,4,Infection only
KIAA1217,Infection,4,Infection only
KIAA1522,Infection,4,Infection only
KIAA1683,Infection,4,Infection only
KIF2C,Infection,4,Infection only
KLHL17,Infection,4,Infection only
KLHL41,Infection,4,Infection only
KLKB1,Infection,4,Infection only
KLRC4-KLRK1,Infection,4,Infection only
KNOP1,Infection,4,Infection only
KRBA1,Infection,4,Infection only
KRTAP5-AS1,Infection,4,Infection only
LACTB2-AS1,Infection,4,Infection only
LAMA2,Infection,4,Infection only
LAMB1,Infection,4,Infection only
LAMP3,Infection,4,Infection only
LARS2,Infection,4,Infection only
LBX2-AS1,Infection,4,Infection only
LCNL1,Infection,4,Infection only
LDHAL6A,Infection,4,Infection only
LDLRAD3,Infection,4,Infection only
LHX4-AS1,Infection,4,Infection only
LIFR,Infection,4,Infection only
LIMD1-AS1,Infection,4,Infection only
LINC00174,Infection,4,Infection only
LINC00202-1,Infection,4,Infection only
LINC00282,Infection,4,Infection only
LINC00467,Infection,4,Infection only
LINC00471,Infection,4,Infection only
LINC00540,Infection,4,Infection only
LINC00593,Infection,4,Infection only
LINC00612,Infection,4,Infection only
LINC00642,Infection,4,Infection only
LINC00663,Infection,4,Infection only
LINC00893,Infection,4,Infection only
LINC01032,Infection,4,Infection only
LINC01061,Infection,4,Infection only
LINC01118,Infection,4,Infection only
LINC01184,Infection,4,Infection only
LINC01315,Infection,4,Infection only
LINC01344,Infection,4,Infection only
LINC01372,Infection,4,Infection only
LINC01480,Infection,4,Infection only
LINC01481,Infection,4,Infection only
LIPE,Infection,4,Infection only
LOC100128164,Infection,4,Infection only
LOC100129203,Infection,4,Infection only
LOC100129550,Infection,4,Infection only
LOC100133315,Infection,4,Infection only
LOC100133331,Infection,4,Infection only
LOC100294362,Infection,4,Infection only
LOC100499484,Infection,4,Infection only
LOC100505530,Infection,4,Infection only
LOC100506127,Infection,4,Infection only
LOC100506136,Infection,4,Infection only
LOC100506159,Infection,4,Infection only
LOC100506178,Infection,4,Infection only
LOC100506321,Infection,4,Infection only
LOC100506585,Infection,4,Infection only
LOC100506860,Infection,4,Infection only
LOC100507387,Infection,4,Infection only
LOC100996351,Infection,4,Infection only
LOC101409256,Infection,4,Infection only
LOC101926944,Infection,4,Infection only
LOC101927311,Infection,4,Infection only
LOC101927620,Infection,4,Infection only
LOC101927770,Infection,4,Infection only
LOC101928008,Infection,4,Infection only
LOC101928100,Infection,4,Infection only
LOC101928163,Infection,4,Infection only
LOC101928694,Infection,4,Infection only
LOC101929140,Infection,4,Infection only
LOC101929331,Infection,4,Infection only
LOC101929378,Infection,4,Infection only
LOC101929574,Infection,4,Infection only
LOC101929694,Infection,4,Infection only
LOC102467147,Infection,4,Infection only
LOC102546298,Infection,4,Infection only
LOC103091866,Infection,4,Infection only
LOC105377348,Infection,4,Infection only
LOC146880,Infection,4,Infection only
LOC283710,Infection,4,Infection only
LOC440461,Infection,4,Infection only
LOC728554,Infection,4,Infection only
LOC728752,Infection,4,Infection only
LOC729603,Infection,4,Infection only
LOC93622,Infection,4,Infection only
LONRF3,Infection,4,Infection only
LPAL2,Infection,4,Infection only
LPO,Infection,4,Infection only
LPP-AS2,Infection,4,Infection only
LRIG1,Infection,4,Infection only
LRRC1,Infection,4,Infection only
LRRC71,Infection,4,Infection only
LTA,Infection,4,Infection only
MAFK,Infection,4,Infection only
MAP1S,Infection,4,Infection only
MAP2K3,Infection,4,Infection only
MAP3K2,Infection,4,Infection only
MAP3K5,Infection,4,Infection only
MAP3K6,Infection,4,Infection only
MAP3K9,Infection,4,Infection only
MAP9,Infection,4,Infection only
MARCH3,Infection,4,Infection only
MARCO,Infection,4,Infection only
MAST4,Infection,4,Infection only
MBLAC2,Infection,4,Infection only
MCOLN3,Infection,4,Infection only
MED30,Infection,4,Infection only
MEOX1,Infection,4,Infection only
METAP1D,Infection,4,Infection only
METTL12,Infection,4,Infection only
METTL13,Infection,4,Infection only
METTL16,Infection,4,Infection only
MIAT,Infection,4,Infection only
MIEN1,Infection,4,Infection only
MIIP,Infection,4,Infection only
MINA,Infection,4,Infection only
MIR25,Infection,4,Infection only
MIR3654,Infection,4,Infection only
MIR3909,Infection,4,Infection only
MIR4467,Infection,4,Infection only
MIR4518,Infection,4,Infection only
MIR4539,Infection,4,Infection only
MIR4753,Infection,4,Infection only
MIR6774,Infection,4,Infection only
MIR6847,Infection,4,Infection only
MIR6876,Infection,4,Infection only
MIXL1,Infection,4,Infection only
MKRN1,Infection,4,Infection only
MOXD1,Infection,4,Infection only
MOXD2P,Infection,4,Infection only
MPLKIP,Infection,4,Infection only
MREG,Infection,4,Infection only
MRFAP1L1,Infection,4,Infection only
MRPL44,Infection,4,Infection only
MSC,Infection,4,Infection only
MSR1,Infection,4,Infection only
MSTO1,Infection,4,Infection only
MTMR6,Infection,4,Infection only
MTRNR2L9,Infection,4,Infection only
MUC16,Infection,4,Infection only
MUTYH,Infection,4,Infection only
MXD3,Infection,4,Infection only
MYC,Infection,4,Infection only
MYL4,Infection,4,Infection only
MYO5B,Infection,4,Infection only
MYOF,Infection,4,Infection only
MYOT,Infection,4,Infection only
NAT8,Infection,4,Infection only
NCAPG2,Infection,4,Infection only
NCOR2,Infection,4,Infection only
NDC80,Infection,4,Infection only
NDUFA11,Infection,4,Infection only
NECAB3,Infection,4,Infection only
NEO1,Infection,4,Infection only
NFE2,Infection,4,Infection only
NFKBIE,Infection,4,Infection only
NFYA,Infection,4,Infection only
NFYC-AS1,Infection,4,Infection only
NIPAL3,Infection,4,Infection only
NOB1,Infection,4,Infection only
NOP14,Infection,4,Infection only
NOTCH4,Infection,4,Infection only
NPIPB3,Infection,4,Infection only
NPRL3,Infection,4,Infection only
NPY6R,Infection,4,Infection only
NSMF,Infection,4,Infection only
NT5DC2,Infection,4,Infection only
NTHL1,Infection,4,Infection only
NTN1,Infection,4,Infection only
NUCB1,Infection,4,Infection only
NUDT12,Infection,4,Infection only
NUDT14,Infection,4,Infection only
NUDT16,Infection,4,Infection only
NUDT16P1,Infection,4,Infection only
NUDT9P1,Infection,4,Infection only
NUF2,Infection,4,Infection only
NUMB,Infection,4,Infection only
NWD1,Infection,4,Infection only
NXNL2,Infection,4,Infection only
OAF,Infection,4,Infection only
OLFML2B,Infection,4,Infection only
OR52M1,Infection,4,Infection only
OSBP2,Infection,4,Infection only
OSBPL11,Infection,4,Infection only
OXSR1,Infection,4,Infection only
PACERR,Infection,4,Infection only
PAFAH2,Infection,4,Infection only
PAG1,Infection,4,Infection only
PALD1,Infection,4,Infection only
PARK2,Infection,4,Infection only
PARP11,Infection,4,Infection only
PARVA,Infection,4,Infection only
PBX4,Infection,4,Infection only
PCAT29,Infection,4,Infection only
PCCA,Infection,4,Infection only
PCDHGC3,Infection,4,Infection only
PDE2A,Infection,4,Infection only
PDGFRB,Infection,4,Infection only
PECR,Infection,4,Infection only
PIAS4,Infection,4,Infection only
PIK3CD-AS2,Infection,4,Infection only
PIPOX,Infection,4,Infection only
PLAC8,Infection,4,Infection only
PLB1,Infection,4,Infection only
PLBD2,Infection,4,Infection only
PLCH2,Infection,4,Infection only
PLEC,Infection,4,Infection only
PLEK,Infection,4,Infection only
PLEKHD1,Infection,4,Infection only
PLEKHN1,Infection,4,Infection only
POF1B,Infection,4,Infection only
POLB,Infection,4,Infection only
POLR1A,Infection,4,Infection only
POLR1E,Infection,4,Infection only
POM121L8P,Infection,4,Infection only
POMGNT2,Infection,4,Infection only
PORCN,Infection,4,Infection only
POU2AF1,Infection,4,Infection only
POU6F1,Infection,4,Infection only
PPDPF,Infection,4,Infection only
PPIEL,Infection,4,Infection only
PPIP5K1,Infection,4,Infection only
PPM1A,Infection,4,Infection only
PPP1R10,Infection,4,Infection only
PPP1R13B,Infection,4,Infection only
PPP1R18,Infection,4,Infection only
PPP1R1A,Infection,4,Infection only
PPP1R3F,Infection,4,Infection only
PPP3R1,Infection,4,Infection only
PRKRIP1,Infection,4,Infection only
PRMT5,Infection,4,Infection only
PRR13,Infection,4,Infection only
PRRT3,Infection,4,Infection only
PRSS33,Infection,4,Infection only
PRX,Infection,4,Infection only
PSMD6,Infection,4,Infection only
PSMD9,Infection,4,Infection only
PTGIR,Infection,4,Infection only
PTK6,Infection,4,Infection only
PVALB,Infection,4,Infection only
PZP,Infection,4,Infection only
RAB18,Infection,4,Infection only
RAB19,Infection,4,Infection only
RAB7A,Infection,4,Infection only
RBFOX2,Infection,4,Infection only
RBM20,Infection,4,Infection only
RBM47,Infection,4,Infection only
REM2,Infection,4,Infection only
RGCC,Infection,4,Infection only
RGL3,Infection,4,Infection only
RGS16,Infection,4,Infection only
RGS19,Infection,4,Infection only
RHOBTB2,Infection,4,Infection only
RHOXF1P1,Infection,4,Infection only
RIPK2,Infection,4,Infection only
RLN3,Infection,4,Infection only
RNASE6,Infection,4,Infection only
RNF11,Infection,4,Infection only
RNF130,Infection,4,Infection only
RNF217,Infection,4,Infection only
ROBO1,Infection,4,Infection only
ROCK1,Infection,4,Infection only
ROPN1B,Infection,4,Infection only
RPA3,Infection,4,Infection only
RPGRIP1L,Infection,4,Infection only
RPL10,Infection,4,Infection only
RPL23AP53,Infection,4,Infection only
RPL5,Infection,4,Infection only
RPL9,Infection,4,Infection only
RPS28,Infection,4,Infection only
RRAD,Infection,4,Infection only
RRP1,Infection,4,Infection only
RRP1B,Infection,4,Infection only
RRP9,Infection,4,Infection only
RRS1-AS1,Infection,4,Infection only
RTKN2,Infection,4,Infection only
RUSC2,Infection,4,Infection only
RWDD2A,Infection,4,Infection only
SAMD12,Infection,4,Infection only
SAMD3,Infection,4,Infection only
SAMD4A,Infection,4,Infection only
SAMD9,Infection,4,Infection only
SATB2,Infection,4,Infection only
SBF2,Infection,4,Infection only
SCARA5,Infection,4,Infection only
SCARF1,Infection,4,Infection only
SCN3B,Infection,4,Infection only
SCN4A,Infection,4,Infection only
SCRN2,Infection,4,Infection only
SDF2L1,Infection,4,Infection only
SDK2,Infection,4,Infection only
SDR42E1,Infection,4,Infection only
SEMA3A,Infection,4,Infection only
SEPT11,Infection,4,Infection only
SERPINA2,Infection,4,Infection only
SERPINF1,Infection,4,Infection only
SERTAD2,Infection,4,Infection only
SF3A2,Infection,4,Infection only
SGSM2,Infection,4,Infection only
SH2D1A,Infection,4,Infection only
SH2D4A,Infection,4,Infection only
SH3BP1,Infection,4,Infection only
SH3GL1,Infection,4,Infection only
SH3RF3,Infection,4,Infection only
SIGLEC8,Infection,4,Infection only
SIPA1L3,Infection,4,Infection only
SIT1,Infection,4,Infection only
SLC12A6,Infection,4,Infection only
SLC12A7,Infection,4,Infection only
SLC18A1,Infection,4,Infection only
SLC25A22,Infection,4,Infection only
SLC25A39,Infection,4,Infection only
