"2","day",NA,NA,"14","28"," 6"," 1"," 1"," 1","10","10","26","26"," 3"," 4","51","51"," 1"," 3"," 6"," 7"," 1"," 3"," 7"," 3"," 7"," 1","10","10","26","26","51","51"," 1"," 7","14","28"
"3","week",NA,NA," 2"," 4"," 1"," 1"," 1"," 1"," 2"," 2"," 4"," 4"," 1"," 1"," 7"," 7"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 4"," 4"," 7"," 7"," 1"," 1"," 2"," 4"
"4","dose",NA,NA," 3"," 3"," 1"," 2"," 3"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 2"," 3"," 1"," 1"," 1"," 2"," 2"," 2"," 2"," 2"," 3"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 3"," 3"
"5","infection",NA,NA," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 1"," 1"," 1"," 1"," 2"," 0"," 0"," 0"
"6","type",NA,NA,"IN","IN","RNA","RNA","RNA","I","I","I","I","I","I","I","RNA","RNA","RNA","VV","VV","VV","VV","VV","VV","RNA","RNA","RNA","I","I","I","I","I","I","I","SU","SU","SU"
"7","disease_vac",NA,NA,"V","V","V","V","V","I","I","I","I","I","I","I","I","I","V","V","V","V","V","V","V","V","V","V","I","I","I","I","I","I","I","V","V","V"
"372","V365","IL7R","T CELLS",NA,NA,NA,NA,NA,"-1.10330255894196","-4.45542329368802","-3.15254021510509","-2.81839077678947",NA,NA,NA,"-2.29393406466978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.66859865303735","-2.30282761542549","-1.37961699775711","-2.07729448637134",NA,"-1.91560395163985",NA,NA,NA,NA
"373","V366","IL7R","T CELLS",NA,NA,NA,NA,NA,"-1.10330255894196","-4.45542329368802","-3.15254021510509","-2.81839077678947",NA,NA,NA,"-2.29393406466978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.66859865303735","-2.30282761542549","-1.37961699775711","-2.07729448637134",NA,"-1.91560395163985",NA,NA,NA,NA
"374","V367","IL7R","T CELLS",NA,NA,NA,NA,NA,"-1.10330255894196","-4.45542329368802","-3.15254021510509","-2.81839077678947",NA,NA,NA,"-2.29393406466978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.66859865303735","-2.30282761542549","-1.37961699775711","-2.07729448637134",NA,"-1.91560395163985",NA,NA,NA,NA
"375","V368","IL7R","T CELLS",NA,NA,NA,NA,NA,"-1.10330255894196","-4.45542329368802","-3.15254021510509","-2.81839077678947",NA,NA,NA,"-2.29393406466978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.66859865303735","-2.30282761542549","-1.37961699775711","-2.07729448637134",NA,"-1.91560395163985",NA,NA,NA,NA
"376","V369","CD14","ARPP",NA,NA,NA,NA,NA,"1.23831050948733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.42854991640994",NA,NA,NA,NA,NA,NA
"377","V370","CD14","ARPP",NA,NA,NA,NA,NA,"1.23831050948733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.42854991640994",NA,NA,NA,NA,NA,NA
"378","V371","CD14","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.23831050948733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.42854991640994",NA,NA,NA,NA,NA,NA
"379","V372","EPS8","DENDRITIC CELLS",NA,NA,NA,NA,NA,"1.43965741556845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.54084961408334",NA,NA,NA,"-1.49785306048427",NA,NA,NA,NA,NA,NA
"380","V373","EPS8","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.43965741556845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.54084961408334",NA,NA,NA,"-1.49785306048427",NA,NA,NA,NA,NA,NA
"381","V374","IL11","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"3.59296031878642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","V375","IL11","B CELLS",NA,NA,NA,NA,NA,"3.59296031878642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","V376","CR2","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.32414562041073","-2.89004434671144","-1.39670864515447","-4.28161994254384","-2.37175176504409",NA,NA,"-4.7117569067337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.39288546298953",NA,NA,NA,NA,NA,NA,NA
"384","V377","CR2","B CELLS",NA,NA,NA,NA,NA,"-1.32414562041073","-2.89004434671144","-1.39670864515447","-4.28161994254384","-2.37175176504409",NA,NA,"-4.7117569067337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.39288546298953",NA,NA,NA,NA,NA,NA,NA
"385","V378","CR2","B CELLS",NA,NA,NA,NA,NA,"-1.32414562041073","-2.89004434671144","-1.39670864515447","-4.28161994254384","-2.37175176504409",NA,NA,"-4.7117569067337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.39288546298953",NA,NA,NA,NA,NA,NA,NA
"386","V379","CR2","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.32414562041073","-2.89004434671144","-1.39670864515447","-4.28161994254384","-2.37175176504409",NA,NA,"-4.7117569067337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.39288546298953",NA,NA,NA,NA,NA,NA,NA
"387","V380","CR2","COMPLEMENT IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.32414562041073","-2.89004434671144","-1.39670864515447","-4.28161994254384","-2.37175176504409",NA,NA,"-4.7117569067337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.39288546298953",NA,NA,NA,NA,NA,NA,NA
"388","V381","CR2","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.32414562041073","-2.89004434671144","-1.39670864515447","-4.28161994254384","-2.37175176504409",NA,NA,"-4.7117569067337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.39288546298953",NA,NA,NA,NA,NA,NA,NA
"389","V382","CR2","T CELLS",NA,NA,NA,NA,NA,"-1.32414562041073","-2.89004434671144","-1.39670864515447","-4.28161994254384","-2.37175176504409",NA,NA,"-4.7117569067337",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.39288546298953",NA,NA,NA,NA,NA,NA,NA
"390","V383","KLRC1","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.5134213678669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","V384","KLRC1","ARPP",NA,NA,NA,NA,NA,"-1.5134213678669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","V385","KLRC1","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.5134213678669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","V386","KLRC1","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.5134213678669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","V387","KLRC1","T CELLS",NA,NA,NA,NA,NA,"-1.5134213678669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","V388","FUT4","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.24782130574965","1.58323928170725","1.09186622320751","1.69905772491429",NA,NA,NA,"1.85023848657806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.05869748600284",NA,"1.06622500471132","1.77413113466939",NA,"2.30345754772285",NA,"-1.1027479477107",NA,NA
"396","V389","NFKBID","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.04615860664704",NA,NA,NA,NA,"1.00939718639959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.03591568898493",NA,NA,NA,NA
"397","V390","NFKBID","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.04615860664704",NA,NA,NA,NA,"1.00939718639959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.03591568898493",NA,NA,NA,NA
"398","V391","NFKBID","T CELLS",NA,NA,NA,NA,NA,"1.04615860664704",NA,NA,NA,NA,"1.00939718639959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.03591568898493",NA,NA,NA,NA
"399","V392","KITLG","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","V393","KITLG","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","V394","KITLG","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","V395","KITLG","MAST CELL",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","V396","KITLG","MAST CELL",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","V397","KITLG","MAST CELL",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","V398","KITLG","MAST CELL",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","V399","KITLG","T CELLS",NA,NA,NA,NA,NA,"1.9371254369922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","V400","RAPGEF3","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.13105530086497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.78373059105356",NA,NA,NA,NA
"408","V401","CCL24","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","V402","CCL24","ANTIVIRAL AND INTERFERON",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","V403","CCL24","EOSINOPHIL",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","V404","CCL24","EOSINOPHIL",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","V405","CCL24","EOSINOPHIL",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","V406","CCL24","EOSINOPHIL",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","V407","CCL24","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","V408","CCL24","MONOCYTES",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","V409","CCL24","MONOCYTES",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","V410","CCL24","MONOCYTES",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","V411","CCL24","MONOCYTES",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","V412","CCL24","NEUTROPHIL",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","V413","CCL24","NEUTROPHIL",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","V414","CCL24","NEUTROPHIL",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","V415","CCL24","NEUTROPHIL",NA,NA,NA,NA,NA,"3.8579604394502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.47114830625447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","V416","CD22","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.20946374638622","-3.25533356976524",NA,"-3.85126821687794",NA,NA,NA,"-3.87333683939214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.32684871989824",NA,NA,NA
"424","V417","CD22","B CELLS",NA,NA,NA,NA,NA,"-1.20946374638622","-3.25533356976524",NA,"-3.85126821687794",NA,NA,NA,"-3.87333683939214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.32684871989824",NA,NA,NA
"425","V418","FOSL2","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","V419","FOSL2","B CELLS",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","V420","FOSL2","B CELLS",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","V421","FOSL2","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","V422","FOSL2","INFLAMMATION",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","V423","FOSL2","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","V424","FOSL2","T CELLS",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","V425","FOSL2","T CELLS",NA,NA,NA,NA,NA,"1.00084143362955",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","V426","IL13","MACROPHAGES",NA,NA,NA,NA,NA,"2.70620642743362",NA,NA,NA,NA,"2.6717866865452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.74771029053397",NA,NA
"434","V427","IL13","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"2.70620642743362",NA,NA,NA,NA,"2.6717866865452",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.74771029053397",NA,NA
"435","V428","HOXB4","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.01861500595684","-2.15665963790523","-1.18900782080517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","V429","HOXB4","HUMORAL ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.01861500595684","-2.15665963790523","-1.18900782080517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","V430","IFNL2","ANTIVIRAL AND INTERFERON",NA,NA,NA,NA,NA,"3.22747120367008",NA,NA,NA,NA,"4.0559685674148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","V431","IFNL2","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"3.22747120367008",NA,NA,NA,NA,"4.0559685674148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","V432","CXCR5","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,"-1.12417432120748","-5.82033125323798","-1.85712997750357","-3.53634529561681",NA,NA,NA,"-3.11850847412809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.56383288667347",NA,"-1.62339395281092",NA,NA,NA,NA,NA,NA,NA
"440","V433","CXCR5","B CELLS",NA,NA,NA,NA,NA,"-1.12417432120748","-5.82033125323798","-1.85712997750357","-3.53634529561681",NA,NA,NA,"-3.11850847412809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.56383288667347",NA,"-1.62339395281092",NA,NA,NA,NA,NA,NA,NA
"441","V434","FCER1A","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"442","V435","FCER1A","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"443","V436","FCER1A","EOSINOPHIL",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"444","V437","FCER1A","EOSINOPHIL",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"445","V438","FCER1A","EOSINOPHIL",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"446","V439","FCER1A","EOSINOPHIL",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"447","V440","FCER1A","HUMORAL ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"448","V441","FCER1A","INNATE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"449","V442","FCER1A","MAST CELL",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"450","V443","FCER1A","MAST CELL",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"451","V444","FCER1A","MAST CELL",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"452","V445","FCER1A","MAST CELL",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"453","V446","FCER1A","T CELLS",NA,NA,NA,NA,NA,NA,"-5.43776095434701","-5.03438080263932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-5.22612582880752","-6.67003843663991","-2.22073263656544","-3.76189756702976",NA,"-3.89797659893261",NA,NA,NA,NA
"454","V447","NLRC3","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-2.60306598757797","-1.73115403873178","-1.36651224581382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.28881201526199",NA,"-1.17530857831414","-1.19197424916279",NA,NA,NA,NA,NA,NA
"455","V448","NLRC3","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-2.60306598757797","-1.73115403873178","-1.36651224581382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.28881201526199",NA,"-1.17530857831414","-1.19197424916279",NA,NA,NA,NA,NA,NA
"456","V449","NLRC3","T CELLS",NA,NA,NA,NA,NA,NA,"-2.60306598757797","-1.73115403873178","-1.36651224581382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.28881201526199",NA,"-1.17530857831414","-1.19197424916279",NA,NA,NA,NA,NA,NA
"457","V450","THEMIS","ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-3.8146726440616","-2.73395185461293","-1.68713393425863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.62057818611988","-1.58699719499974","-1.11579100599249",NA,NA,NA,NA,NA,NA,NA
"458","V451","THEMIS","CELLULAR ADAPTIVE IMMUNE SYSTEM",NA,NA,NA,NA,NA,NA,"-3.8146726440616","-2.73395185461293","-1.68713393425863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.62057818611988","-1.58699719499974","-1.11579100599249",NA,NA,NA,NA,NA,NA,NA
