"","...1","condition","genes"
"47368",47368,"BNT-I (D10, severe)","MYL12A"
"47369",47369,"BNT-I (D10, severe)","UPP1"
"47370",47370,"BNT-I (D10, severe)","LINC00482"
"47371",47371,"BNT-I (D10, severe)","ERG"
"47372",47372,"BNT-I (D10, severe)","PTEN"
"47373",47373,"BNT-I (D10, severe)","TRIM6"
"47374",47374,"BNT-I (D10, severe)","IFI44"
"47375",47375,"BNT-I (D10, severe)","CHIT1"
"47376",47376,"BNT-I (D10, severe)","CASP10"
"47377",47377,"BNT-I (D10, severe)","AMIGO1"
"47378",47378,"BNT-I (D10, severe)","DCTN2"
"47379",47379,"BNT-I (D10, severe)","GATA2"
"47380",47380,"BNT-I (D10, severe)","IRF2BPL"
"47381",47381,"BNT-I (D10, severe)","ACADSB"
"47382",47382,"BNT-I (D10, severe)","MAB21L3"
"47383",47383,"BNT-I (D10, severe)","PER3"
"47384",47384,"BNT-I (D10, severe)","SRFBP1"
