"","genes","process","gene_set_short","go_term","immune_system","immune_sub_system","immune_tissue","set_size"
"672","TAP1","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, endogenous peptide","GO:0019885","Innate","APP","All",5
"673","ERAP2","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, endogenous peptide","GO:0019885","Innate","APP","All",5
"674","B2M","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, endogenous peptide","GO:0019885","Innate","APP","All",5
"675","IDE","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, endogenous peptide","GO:0019885","Innate","APP","All",5
"676","TAP2","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-DEPENDENT","APP, MHC I, endogenous peptide, TAP-dependent","GO:0002485","Innate","APP","All",1
"677","HLA-E","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","APP, MHC I, endogenous peptide, TAP-independent","GO:0002486","Innate","APP","All",6
"678","RAET1L","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","APP, MHC I, endogenous peptide, TAP-independent","GO:0002486","Innate","APP","All",6
"679","RAET1G","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","APP, MHC I, endogenous peptide, TAP-independent","GO:0002486","Innate","APP","All",6
"680","HLA-C","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","APP, MHC I, endogenous peptide, TAP-independent","GO:0002486","Innate","APP","All",6
"681","HLA-G","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","APP, MHC I, endogenous peptide, TAP-independent","GO:0002486","Innate","APP","All",6
"682","HLA-F","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I VIA ER PATHWAY, TAP-INDEPENDENT","APP, MHC I, endogenous peptide, TAP-independent","GO:0002486","Innate","APP","All",6
"683","HLA-C","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","APP, MHC IB, endogenous peptide","GO:0002476","Innate","APP","All",6
"684","HLA-F","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","APP, MHC IB, endogenous peptide","GO:0002476","Innate","APP","All",6
"685","RAET1G","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","APP, MHC IB, endogenous peptide","GO:0002476","Innate","APP","All",6
"686","HLA-G","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","APP, MHC IB, endogenous peptide","GO:0002476","Innate","APP","All",6
"687","RAET1L","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","APP, MHC IB, endogenous peptide","GO:0002476","Innate","APP","All",6
"688","HLA-E","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","APP, MHC IB, endogenous peptide","GO:0002476","Innate","APP","All",6
"689","TAP2","ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB VIA ER PATHWAY, TAP-DEPENDENT","APP, MHC IB, endogenous peptide, TAP-dependent","GO:0002489","Innate","APP","All",1
"690","PSME1","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN","APP, Exogenous antigen","GO:0019884","Innate","APP","APC",2
"691","FCGR1A","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN","APP, Exogenous antigen","GO:0019884","Innate","APP","APC",2
"692","FCGR1A","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, exogenous peptide","GO:0042590","Innate","APP","All",4
"693","FCER1G","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, exogenous peptide","GO:0042590","Innate","APP","All",4
"694","IFI30","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, exogenous peptide","GO:0042590","Innate","APP","All",4
"695","MFSD6","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, exogenous peptide","GO:0042590","Innate","APP","All",4
"696","HLA-F","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","APP, MHC IB, exogenous peptide","GO:0002477","Innate","APP","All",2
"697","HLA-E","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS IB","APP, MHC IB, exogenous peptide","GO:0002477","Innate","APP","All",2
"698","IFI30","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"699","HLA-DOB","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"700","DNM2","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"701","HLA-DMB","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"702","HLA-DPA1","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"703","CTSE","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"704","FCGR2B","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"705","CTSS","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"706","HLA-DMA","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"707","HLA-DRB3","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"708","FCER1G","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"709","HLA-DRB4","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"710","B2M","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, exogenous peptide","GO:0019886","Innate","APP","APC",13
"711","B2M","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PROTEIN ANTIGEN VIA MHC CLASS IB, TAP-DEPENDENT","APP, MHC IB, exogenous peptide, TAP-dependent","GO:0002481","Innate","APP","All",2
"712","TAP2","ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PROTEIN ANTIGEN VIA MHC CLASS IB, TAP-DEPENDENT","APP, MHC IB, exogenous peptide, TAP-dependent","GO:0002481","Innate","APP","All",2
"713","SLC11A1","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN","APP, Peptide antigen","GO:0048002","Innate","APP","All",2
"714","CTSS","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN","APP, Peptide antigen","GO:0048002","Innate","APP","All",2
"715","HLA-G","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, Peptide antigen","GO:0002474","Innate","APP","All",7
"716","HLA-E","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, Peptide antigen","GO:0002474","Innate","APP","All",7
"717","B2M","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, Peptide antigen","GO:0002474","Innate","APP","All",7
"718","HLA-F","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, Peptide antigen","GO:0002474","Innate","APP","All",7
"719","HLA-C","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, Peptide antigen","GO:0002474","Innate","APP","All",7
"720","ACE","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, Peptide antigen","GO:0002474","Innate","APP","All",7
"721","ERAP2","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I","APP, MHC I, Peptide antigen","GO:0002474","Innate","APP","All",7
"722","HLA-DRB3","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, polysacharide or peptide","GO:0002504","Innate","APP","APC",6
"723","HLA-DMB","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, polysacharide or peptide","GO:0002504","Innate","APP","APC",6
"724","HLA-DRB4","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, polysacharide or peptide","GO:0002504","Innate","APP","APC",6
"725","HLA-DMA","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, polysacharide or peptide","GO:0002504","Innate","APP","APC",6
"726","HLA-DOB","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, polysacharide or peptide","GO:0002504","Innate","APP","APC",6
"727","HLA-DPA1","ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II","APP, MHC II, polysacharide or peptide","GO:0002504","Innate","APP","APC",6
"728","CD1D","ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Endogenous lipid antigen","GO:0048006","Innate","APP","All",4
"729","CD1B","ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Endogenous lipid antigen","GO:0048006","Innate","APP","All",4
"730","CD1E","ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Endogenous lipid antigen","GO:0048006","Innate","APP","All",4
"731","CD1C","ANTIGEN PROCESSING AND PRESENTATION, ENDOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Endogenous lipid antigen","GO:0048006","Innate","APP","All",4
"732","CD1B","ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Exogenous lipid antigen","GO:0048007","Innate","APP","All",5
"733","AP3B1","ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Exogenous lipid antigen","GO:0048007","Innate","APP","All",5
"734","CD1E","ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Exogenous lipid antigen","GO:0048007","Innate","APP","All",5
"735","CD1D","ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Exogenous lipid antigen","GO:0048007","Innate","APP","All",5
"736","CD1C","ANTIGEN PROCESSING AND PRESENTATION, EXOGENOUS LIPID ANTIGEN VIA MHC CLASS IB","APP, MHC IB, Exogenous lipid antigen","GO:0048007","Innate","APP","All",5
"737","CD19","ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY","Signaling, Antigen receptor, Pathway","GO:0050851","General","Undefined","Undefined",3
"738","BCAR1","ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY","Signaling, Antigen receptor, Pathway","GO:0050851","General","Undefined","Undefined",3
"739","LAX1","ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY","Signaling, Antigen receptor, Pathway","GO:0050851","General","Undefined","Undefined",3
"740","GP2","ANTIGEN TRANSCYTOSIS BY M CELLS IN MUCOSAL-ASSOCIATED LYMPHOID TISSUE","Antigen transcytosis, M cells, Mucosa, Lymphoid tissue","GO:0002412","Innate","M cells","M cells",1
"741","CXCL14","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"742","CXCL12","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"743","CAMP","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"744","DEFA1","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"745","FAU","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"746","CCL20","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"747","DEFB130A","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"748","TOR2A","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"749","CXCL1","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"750","DEFA3","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"751","DEFB131A","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"752","REG1B","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"753","H2BC10","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"754","ROMO1","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"755","TAC1","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"756","NTS","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"757","CXCL2","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"758","HAMP","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"759","S100A12","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"760","DEFA4","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"761","CXCL8","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"762","CXCL9","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"763","REG3A","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"764","GNLY","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"765","RNASE3","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"766","RPS19","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"767","BPI","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"768","REG3G","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"769","RPL30","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"770","DEFB1","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
"771","LGALS3","ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE","Antimicrobial peptide-mediated immune response","GO:0061844","General","Humoral","Antimicrobial",55
