"cell_name","marker","Type"
"Memory CD8+ T cell","CXCR4","Adaptive"
"Cytotoxic CD8+ T cell","GNLY","Adaptive"
"Cytotoxic CD8+ T cell","GZMH","Adaptive"
"Memory CD8+ T cell","CD69","Adaptive"
"Memory CD8+ T cell","GZMK","Adaptive"
"Cytotoxic CD8+ T cell","TRGC2","Adaptive"
"Cytotoxic CD8+ T cell","CCL5","Adaptive"
"Memory CD8+ T cell","KLRG1","Adaptive"
"Cytotoxic CD8+ T cell","KLRG1","Adaptive"
"CD8+ T cell","CD3","Adaptive"
"CD8+ T cell","CD8","Adaptive"
"Effector regulatory T(eTreg) cell","CD4","Adaptive"
"Induced regulatory T (Treg) cell","CD4","Adaptive"
"Naive regulatory T (Treg) cell","CD4","Adaptive"
"Natural regulatory T (Treg) cell","CD4","Adaptive"
"Effector regulatory T(eTreg) cell","CD25","Adaptive"
"Induced regulatory T (Treg) cell","CD25","Adaptive"
"Naive regulatory T (Treg) cell","CD25","Adaptive"
"Natural regulatory T (Treg) cell","CD25","Adaptive"
"Induced regulatory T (Treg) cell","CD127","Adaptive"
"Naive regulatory T (Treg) cell","CD127","Adaptive"
"Natural regulatory T (Treg) cell","CD127","Adaptive"
"Natural regulatory T (Treg) cell","HELIOS","Adaptive"
"Effector regulatory T(eTreg) cell","CD49d","Adaptive"
"Naive regulatory T (Treg) cell","CD45RA","Adaptive"
"Regulatory T (Treg) cell","CD4","Adaptive"
"Regulatory T (Treg) cell","CD4","Adaptive"
"Regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","CD4","Adaptive"
"Regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","CD4","Adaptive"
"Regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","CD122","Adaptive"
"Regulatory T (Treg) cell","CD39","Adaptive"
"Regulatory T (Treg) cell","CD39","Adaptive"
"Regulatory T (Treg) cell","CD101","Adaptive"
"Regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","CD4","Adaptive"
"Regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","FOXP3","Adaptive"
"Regulatory T (Treg) cell","CD4","Adaptive"
"Induced regulatory T (Treg) cell","CD25","Adaptive"
"Induced regulatory T (Treg) cell","CD127","Adaptive"
"Induced regulatory T (Treg) cell","CD4","Adaptive"
"Induced regulatory T (Treg) cell","FOXP3","Adaptive"
"Regulatory T (Treg) cell","GITR","Adaptive"
"Regulatory T (Treg) cell","GARP","Adaptive"
"FOXP3+ natural regulatory T (Treg) cell","CD6","Adaptive"
"Natural regulatory T (Treg) cell","CD6","Adaptive"
"FOXP3+ natural regulatory T (Treg) cell","CD4","Adaptive"
"FOXP3+ natural regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","FCRL3","Adaptive"
"Regulatory T (Treg) cell","TIGIT","Adaptive"
"Regulatory T (Treg) cell","CD49d","Adaptive"
"Regulatory T (Treg) cell","CD127","Adaptive"
"Regulatory T (Treg) cell","SELPLG","Adaptive"
"Regulatory T (Treg) cell","TBC1D4","Adaptive"
"Regulatory T (Treg) cell","ISG20","Adaptive"
"Regulatory T (Treg) cell","B3GNT2","Adaptive"
"Regulatory T (Treg) cell","TRIM16","Adaptive"
"Regulatory T (Treg) cell","GLRX","Adaptive"
"Regulatory T (Treg) cell","RNF214","Adaptive"
"Regulatory T (Treg) cell","CORO7","Adaptive"
"Regulatory T (Treg) cell","FCMR","Adaptive"
"Regulatory T (Treg) cell","CCR4","Adaptive"
"Regulatory T (Treg) cell","METTL7A","Adaptive"
"Regulatory T (Treg) cell","CCR10","Adaptive"
"Regulatory T (Treg) cell","BIRC3","Adaptive"
"Regulatory T (Treg) cell","CCR8","Adaptive"
"Regulatory T (Treg) cell","CCM2","Adaptive"
"Regulatory T (Treg) cell","SNX20","Adaptive"
"Regulatory T (Treg) cell","ELK3","Adaptive"
"Regulatory T (Treg) cell","RTKN2","Adaptive"
"Regulatory T (Treg) cell","CCDC141","Adaptive"
"Regulatory T (Treg) cell","FAM110A","Adaptive"
"Regulatory T (Treg) cell","TTN","Adaptive"
"Regulatory T (Treg) cell","FANK1","Adaptive"
"Regulatory T (Treg) cell","CPNE2","Adaptive"
"Regulatory T (Treg) cell","ATP2B1","Adaptive"
"Regulatory T (Treg) cell","IL10RA","Adaptive"
"Regulatory T (Treg) cell","FOXP3","Adaptive"
"Regulatory T (Treg) cell","CASP2","Adaptive"
"Regulatory T (Treg) cell","CORO7-PAM16","Adaptive"
"Regulatory T (Treg) cell","TTC39C","Adaptive"
"Regulatory T (Treg) cell","IL2RA","Adaptive"
"Regulatory T (Treg) cell","PDP1","Adaptive"
"Regulatory T (Treg) cell","HPGD","Adaptive"
"Regulatory T (Treg) cell","STAM","Adaptive"
"Regulatory T (Treg) cell","USP15","Adaptive"
"Regulatory T (Treg) cell","FCRL3","Adaptive"
"Regulatory T (Treg) cell","SAMHD1","Adaptive"
"Regulatory T (Treg) cell","REREP3","Adaptive"
"Regulatory T (Treg) cell","PI16","Adaptive"
"Regulatory T (Treg) cell","HAPLN3","Adaptive"
"Regulatory T (Treg) cell","CLDND1","Adaptive"
"Regulatory T (Treg) cell","LMNA","Adaptive"
"Regulatory T (Treg) cell","F5","Adaptive"
"Regulatory T (Treg) cell","ANXA2P2","Adaptive"
"Regulatory T (Treg) cell","IKZF2","Adaptive"
"Regulatory T (Treg) cell","TLDC2","Adaptive"
"Regulatory T (Treg) cell","FOXP3","Adaptive"
"Regulatory T (Treg) cell","CD3","Adaptive"
"Regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","CD4","Adaptive"
"Regulatory T (Treg) cell","FOXP3","Adaptive"
"Regulatory T (Treg) cell","IL2RA","Adaptive"
"Regulatory T (Treg) cell","CD4","Adaptive"
"Regulatory T (Treg) cell","CTLA4","Adaptive"
"Regulatory T (Treg) cell","CD25","Adaptive"
"Regulatory T (Treg) cell","FOXP3","Adaptive"
"Regulatory T (Treg) cell","CMTM7","Adaptive"
"Regulatory T (Treg) cell","CCR10","Adaptive"
"Regulatory T (Treg) cell","CD52","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD127","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Effector regulatory T(eTreg) cell","CD45RO","Adaptive"
"Regulatory T(Treg) cell","CCR7","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD45RO","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","FoxP3","Adaptive"
"Regulatory T(Treg) cell","CTLA","Adaptive"
"Regulatory T(Treg) cell","CD49d","Adaptive"
"Regulatory T(Treg) cell","CD127","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","GITR","Adaptive"
"Regulatory T(Treg) cell","CD39","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","FoxP3","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","CCR4","Adaptive"
"Regulatory T(Treg) cell","CD161","Adaptive"
"Regulatory T(Treg) cell","Foxp3","Adaptive"
"Regulatory T(Treg) cell","CTLA4","Adaptive"
"Regulatory T(Treg) cell","CD39","Adaptive"
"Regulatory T(Treg) cell","ICOS","Adaptive"
"Regulatory T(Treg) cell","HLA-DR","Adaptive"
"Regulatory T(Treg) cell","Lag-3","Adaptive"
"Regulatory T(Treg) cell","Foxp3","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CORO1B","Adaptive"
"Regulatory T(Treg) cell","FANK1","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","ARID5B","Adaptive"
"Regulatory T(Treg) cell","RTKN2","Adaptive"
"Regulatory T(Treg) cell","CTLA4","Adaptive"
"Regulatory T(Treg) cell","GBP2","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","ICA1","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","CTLA4","Adaptive"
"Regulatory T(Treg) cell","IL-2RA","Adaptive"
"Regulatory T(Treg) cell","IKZF2","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","CTLA-4","Adaptive"
"Regulatory T(Treg) cell","TIGIT","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","Foxp3","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","IKZF2","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","TNFRSF4","Adaptive"
"Regulatory T(Treg) cell","TIGIT","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","S1PR4","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","IKZF2","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","IL10RA","Adaptive"
"Regulatory T(Treg) cell","PTKN2","Adaptive"
"Regulatory T(Treg) cell","CDC25B","Adaptive"
"Regulatory T(Treg) cell","CD3E","Adaptive"
"Regulatory T(Treg) cell","CD3D","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","CD27","Adaptive"
"Regulatory T(Treg) cell","CD3D","Adaptive"
"Regulatory T(Treg) cell","RTKN2","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","IKZF2","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","RTKN2","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","FoxP3","Adaptive"
"Regulatory T(Treg) cell","ICOS","Adaptive"
"Regulatory T(Treg) cell","BATF","Adaptive"
"Regulatory T(Treg) cell","CTLA4","Adaptive"
"Regulatory T(Treg) cell","BACH2","Adaptive"
"Regulatory T(Treg) cell","TIGIT","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","PRDM1","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Effector regulatory T(eTreg) cell","GNLY","Adaptive"
"Effector regulatory T(eTreg) cell","CD8+","Adaptive"
"Effector regulatory T(eTreg) cell","PRF1","Adaptive"
"Effector regulatory T(eTreg) cell","GZMH","Adaptive"
"Effector regulatory T(eTreg) cell","GZMA","Adaptive"
"Regulatory T(Treg) cell","CTLA4","Adaptive"
"Regulatory T(Treg) cell","IL32","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","IL10RA","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","IKZF2","Adaptive"
"Regulatory T(Treg) cell","Foxp3","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","ICOS","Adaptive"
"Regulatory T(Treg) cell","CD28","Adaptive"
"Regulatory T(Treg) cell","CTLA4","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD3D","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Effector regulatory T(eTreg) cell","ddhCTP","Adaptive"
"Effector regulatory T(eTreg) cell","VSNA","Adaptive"
"Effector regulatory T(eTreg) cell","SNA","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD3E","Adaptive"
"Regulatory T(Treg) cell","IL2RA","Adaptive"
"Regulatory T(Treg) cell","CD70","Adaptive"
"Regulatory T(Treg) cell","LTA","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","IL4I1","Adaptive"
"Regulatory T(Treg) cell","TIGIT","Adaptive"
"Regulatory T(Treg) cell","SOCS1","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","LGALS3","Adaptive"
"Regulatory T(Treg) cell","LGALS1","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Effector regulatory T(eTreg) cell","CD25","Adaptive"
"Effector regulatory T(eTreg) cell","CD4","Adaptive"
"Effector regulatory T(eTreg) cell","CD3","Adaptive"
"Effector regulatory T(eTreg) cell","Pdc1","Adaptive"
"Effector regulatory T(eTreg) cell","Lgals3","Adaptive"
"Effector regulatory T(eTreg) cell","Lag3","Adaptive"
"Effector regulatory T(eTreg) cell","Vim","Adaptive"
"Effector regulatory T(eTreg) cell","Tox","Adaptive"
"Effector regulatory T(eTreg) cell","Id3","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","CD25","Adaptive"
"Regulatory T(Treg) cell","TIGIT","Adaptive"
"Regulatory T(Treg) cell","FOXP3","Adaptive"
"Regulatory T(Treg) cell","IKZF2","Adaptive"
"Effector regulatory T(eTreg) cell","Vβ","Adaptive"
"Effector regulatory T(eTreg) cell","Jβ","Adaptive"
"Regulatory T(Treg) cell","CD3","Adaptive"
"Regulatory T(Treg) cell","CD125","Adaptive"
"Regulatory T(Treg) cell","CD4","Adaptive"
"CD4+ T helper cell","CD4","Adaptive"
"CD4+ T helper cell","CD45","Adaptive"
"CD4+ T helper cell","CD3","Adaptive"
"T helper cell","CD4","Adaptive"
"T helper cell","Leu8","Adaptive"
"T helper cell","CD4","Adaptive"
"T helper cell","CD62L","Adaptive"
"T helper cell","Leu-3a","Adaptive"
"T helper17 (Th17) cell","CD161","Adaptive"
"T helper17 (Th17) cell","IL-17","Adaptive"
"T helper2 (Th2) cell","IL-4","Adaptive"
"T helper1 (Th1) cell","IFN-gamma","Adaptive"
"T helper17 (Th17) cell","CD146","Adaptive"
"T helper17 (Th17) cell","CCR6","Adaptive"
"T helper1 (Th1) cell","CXCR3","Adaptive"
"T helper2 (Th2) cell","CCR4","Adaptive"
"T helper cell","CD4","Adaptive"
"T helper cell","CD3","Adaptive"
"T helper2 (Th2) cell","CD4","Adaptive"
"T helper1 (Th1) cell","CD3","Adaptive"
"T helper1 (Th1) cell","IFN-gamma","Adaptive"
"T helper17 (Th17) cell","IL17Ra","Adaptive"
"T helper2 (Th2) cell","CD3","Adaptive"
"T helper1 (Th1) cell","CD4","Adaptive"
"T helper17 (Th17) cell","CD3","Adaptive"
"T helper2 (Th2) cell","IL-4","Adaptive"
"T helper17 (Th17) cell","CD4","Adaptive"
"T helper cell","CD42b","Adaptive"
"T helper 17(Th17) cell","CCR6","Adaptive"
"T helper 2(Th2) cell","CCR4","Adaptive"
"Activated peripheral helper T cell","HLA-DR","Adaptive"
"Activated peripheral helper T cell","CD38","Adaptive"
"Central memory T helper 1 cell","CD3","Adaptive"
"Central memory T helper 1 cell","CD4","Adaptive"
"Central memory T helper 1 cell","CD45RO","Adaptive"
"Central memory T helper 1 cell","CCR7","Adaptive"
"Central memory T helper 1 cell","T-bet","Adaptive"
"T helper 17(Th17) cell","CCR4","Adaptive"
"T helper 17(Th17) cell","CCR6","Adaptive"
"T helper 17(Th17) cell","CD4","Adaptive"
"T follicular helper(Tfh) cell","ICOS","Adaptive"
"T follicular helper(Tfh) cell","CXCR3","Adaptive"
"T follicular helper(Tfh) cell","CCR6","Adaptive"
"T follicular helper(Tfh) cell","CXCR5","Adaptive"
"T follicular helper(Tfh) cell","CD4","Adaptive"
"T helper 17(Th17) cell","CCR6","Adaptive"
"T helper 1(Th1) cell","CD4","Adaptive"
"T helper 17(Th17) cell","CD4","Adaptive"
"T helper 1(Th1) cell","CXCR3","Adaptive"
"T follicular helper(Tfh) cell","CXCR5","Adaptive"
"T follicular helper(Tfh) cell","PD1","Adaptive"
"T helper 17(Th17) cell","IL-6","Adaptive"
"T helper 1(Th1) cell","IFN-y","Adaptive"
"T helper 17(Th17) cell","IL-17","Adaptive"
"T helper(Th) cell","CD4","Adaptive"
"T helper(Th) cell","THC","Adaptive"
"T helper(Th) cell","CD3","Adaptive"
"T follicular helper(Tfh) cell","CXCR5","Adaptive"
"T follicular helper(Tfh) cell","CD4","Adaptive"
"T follicular helper(Tfh) cell","CXCR5","Adaptive"
"T helper 1(Th1) cell","CD4","Adaptive"
"T helper 1(Th1) cell","CXCR3","Adaptive"
"T follicular helper(Tfh) cell","CD3","Adaptive"
"T helper 17(Th17) cell","CD3","Adaptive"
"T helper 9(Th9) cell","CD4","Adaptive"
"T helper 2(Th2) cell","CD4","Adaptive"
"T helper 9(Th9) cell","CD3","Adaptive"
"T helper 1(Th1) cell","CD3","Adaptive"
"T helper 17(Th17) cell","CD4","Adaptive"
"T helper 2(Th2) cell","CD3","Adaptive"
"T helper 17(Th17) cell","CCR6","Adaptive"
"T follicular helper(Tfh) cell","CXCL13","Adaptive"
"T follicular helper(Tfh) cell","PD1","Adaptive"
"T follicular helper(Tfh) cell","BCL6","Adaptive"
"T follicular helper(Tfh) cell","ICOS","Adaptive"
"T follicular helper(Tfh) cell","CD10","Adaptive"
"T helper 17(Th17) cell","CD161","Adaptive"
"T follicular helper(Tfh) cell","CXCR5","Adaptive"
"T helper 17(Th17) cell","CCR6","Adaptive"
"T helper 1(Th1) cell","CXCR5","Adaptive"
"T follicular helper(Tfh) cell","PD-1","Adaptive"
"CD4+ T helper 1 cell","CXCR3","Adaptive"
"CD8+ T helper 1 cell","CXCR3","Adaptive"
"CD4+ T helper 17 cell","CD161","Adaptive"
"CD8+ T helper 17 cell","CCR6","Adaptive"
"CD8+ T helper 17 cell","CD161","Adaptive"
"CD4+ T helper 17 cell","CCR6","Adaptive"
"T helper(Th) cell","CD4","Adaptive"
"T helper(Th) cell","IL-17a","Adaptive"
"T helper(Th) cell","IFN-γ","Adaptive"
"T helper(Th) cell","CD4","Adaptive"
"T helper(Th) cell","CD3","Adaptive"
"T helper(Th) cell","RORC","Adaptive"
"T helper(Th) cell","IL17RE","Adaptive"
"T helper 2(Th2) cell","CCR6","Adaptive"
"T helper 2(Th2) cell","GATA3","Adaptive"
"T helper(Th) cell","CD4","Adaptive"
"T helper(Th) cell","IL6ST","Adaptive"
"T helper(Th) cell","CD3E","Adaptive"
"CD4+ T helper cell","CD3D","Adaptive"
"T helper(Th) cell","CD25","Adaptive"
"T helper(Th) cell","KIR2DL4","Adaptive"
"T helper(Th) cell","KIR3DP1","Adaptive"
"T helper(Th) cell","pp65","Adaptive"
"CD4+ T helper cell","CD161","Adaptive"
"CD4+ T helper cell","CRTH2","Adaptive"
"T helper 1(Th1) cell","CCR5","Adaptive"
"T helper 1(Th1) cell","CXCR3","Adaptive"
"T helper 2(Th2) cell","CCR3","Adaptive"
"T helper 2(Th2) cell","CCR4","Adaptive"
"T helper(Th) cell","CXCR5","Adaptive"
"T follicular helper(Tfh) cell","Tfh17","Adaptive"
"T follicular helper(Tfh) cell","CXCR3","Adaptive"
"T follicular helper(Tfh) cell","Tfh2","Adaptive"
"T follicular helper(Tfh) cell","TIGIT","Adaptive"
"T follicular helper(Tfh) cell","Tfh1","Adaptive"
"T follicular helper(Tfh) cell","CCR6","Adaptive"
"T follicular helper(Tfh) cell","CXCL13","Adaptive"
"T follicular helper(Tfh) cell","CXCR5","Adaptive"
"T follicular helper(Tfh) cell","BCL6","Adaptive"
"T follicular helper(Tfh) cell","ICOS","Adaptive"
"T follicular helper(Tfh) cell","PDCD1","Adaptive"
"T helper(Th) cell","ZFP36L2","Adaptive"
"T helper(Th) cell","ZFP36L3","Adaptive"
"T helper 17(Th17) cell","IL17","Adaptive"
"T helper 17(Th17) cell","CD4","Adaptive"
"T helper(Th) cell","CD38","Adaptive"
"T helper 17(Th17) cell","CXCR3","Adaptive"
"T helper 1(Th1) cell","CD161","Adaptive"
"T helper 2(Th2) cell","CD4","Adaptive"
"T helper 1(Th1) cell","CCR6","Adaptive"
"T helper 2(Th2) cell","CCR6","Adaptive"
"T helper 1(Th1) cell","CCR4","Adaptive"
"T helper 17(Th17) cell","CD4","Adaptive"
"T helper 2(Th2) cell","CXCR3","Adaptive"
"T helper 17(Th17) cell","CCR6","Adaptive"
"T helper 1(Th1) cell","CD4","Adaptive"
"T helper 2(Th2) cell","eEF2","Adaptive"
"T helper 2(Th2) cell","TAF1B","Adaptive"
"T helper 2(Th2) cell","eIF6","Adaptive"
"T helper 2(Th2) cell","eIF5A","Adaptive"
"T helper 2(Th2) cell","eIF4G","Adaptive"
"T helper 2(Th2) cell","eIF2","Adaptive"
"T helper 2(Th2) cell","eEF1α1","Adaptive"
"T follicular helper(Tfh) cell","CD4","Adaptive"
"T helper 17(Th17) cell","IL17","Adaptive"
"T helper 17(Th17) cell","CD4","Adaptive"
"T follicular helper(Tfh) cell","CD3","Adaptive"
"T helper 17(Th17) cell","CD3","Adaptive"
"T follicular helper(Tfh) cell","CXCR5","Adaptive"
"T follicular helper(Tfh) cell","PD1","Adaptive"
"T helper 17(Th17) cell","IL22","Adaptive"
"T helper 2(Th2) cell","IFIT3","Adaptive"
"T helper 1(Th1) cell","IFNG","Adaptive"
"T helper 17(Th17) cell","IL17A","Adaptive"
"T helper 1(Th1) cell","CCL4","Adaptive"
"T helper 17(Th17) cell","RORC","Adaptive"
"T follicular helper(Tfh) cell","CXCR5","Adaptive"
"T helper 2(Th2) cell","IFIT2","Adaptive"
"Neutrophil","CD14","Innate"
"Neutrophil","CD33","Innate"
"Neutrophil","CXCR1","Innate"
"Neutrophil","CXCR2","Innate"
"Neutrophil","TLR2","Innate"
"Neutrophil","JAML","Innate"
"Neutrophil","CD13","Innate"
"Neutrophil","CD88","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD114","Innate"
"Neutrophil","CD64","Innate"
"Neutrophil","CD32","Innate"
"Neutrophil","CD16","Innate"
"Neutrophil","CD16","Innate"
"Neutrophil","CD15","Innate"
"Neutrophil","CD15","Innate"
"Neutrophil","CD10","Innate"
"Neutrophil","CD31","Innate"
"Neutrophil","CD62L","Innate"
"Neutrophil","CD11b","Innate"
"Neutrophil","CD11c","Innate"
"Neutrophil","CD11b","Innate"
"Neutrophil","CD49d","Innate"
"Neutrophil","GP110","Innate"
"Neutrophil","FMLP","Innate"
"Neutrophil","CD11b","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD15","Innate"
"Neutrophil","NGAL","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","HLA-DR","Innate"
"Neutrophil","CD11c","Innate"
"Neutrophil","CD14","Innate"
"Neutrophil","CD11b","Innate"
"Neutrophil","CD15","Innate"
"Neutrophil","CD16","Innate"
"Neutrophil","CD33","Innate"
"Neutrophil","CD123","Innate"
"Neutrophil","CD16","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD11b","Innate"
"Neutrophil","Gfi3","Innate"
"Neutrophil","Elane","Innate"
"Neutrophil","Cepbe","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD11b","Innate"
"Neutrophil","CD33","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD15","Innate"
"Polymorphonuclear neutrophil","CD66b","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD66","Innate"
"Neutrophil","CD43","Innate"
"Neutrophil","CD10","Innate"
"Neutrophil","CD16","Innate"
"Neutrophil","CD11b","Innate"
"Neutrophil","CD15","Innate"
"Neutrophil","CD66b","Innate"
"Neutrophil","CD62L","Innate"
"Neutrophil","Arg1","Innate"
"Neutrophil","CD11a","Innate"
"Neutrophil","CD304","Innate"
"Neutrophil","CD235a","Innate"
"Neutrophil","CD79b","Innate"
"Neutrophil","CD117","Innate"
"Neutrophil","HLA-DR","Innate"
"Neutrophil","CD64","Innate"
"Neutrophil","HLA-B","Innate"
"Neutrophil","Siglec 8","Innate"
"Neutrophil","CD48","Innate"
"Neutrophil","CD49d","Innate"
"Neutrophil","IdU","Innate"
"Neutrophil","HLA-C","Innate"
"Neutrophil","CD203c","Innate"
"Neutrophil","CD15","Innate"
"Neutrophil","CD45RA","Innate"
"Neutrophil","CD35","Innate"
"Neutrophil","CD56","Innate"
"Neutrophil","CD11c","Innate"
"Neutrophil","CD34","Innate"
"Neutrophil","HLA-A","Innate"
"Neutrophil","CD3","Innate"
"Neutrophil","CD123","Innate"
"Neutrophil","CD10","Innate"
