"process","gene_set_short","immune_system","immune_sub_system","immune_tissue","go_term","set_size","genes"
"T CELL MEDIATED IMMUNITY","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456",9,"MYO1G"
"T CELL MEDIATED IMMUNITY","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456",9,"CR2"
"T CELL MEDIATED IMMUNITY","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456",9,"BTN3A2"
"T CELL MEDIATED IMMUNITY","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456",9,"CD70"
"T CELL MEDIATED IMMUNITY","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456",9,"GNL1"
"T CELL MEDIATED IMMUNITY","T cell-mediated immunity","Adaptive","Cellular","T cell","GO:0002456",9,"CR1"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"GPR15"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"MYO1G"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"CORO1A"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"FUT7"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"ZAP70"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"S1PR1"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"MSN"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"CCL20"
"T CELL MIGRATION","Migration, T cell","Adaptive","Cellular","T cell","GO:0072678",9,"ITGB7"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"PIK3CG"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"CD28"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"PSMB10"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"EFNB1"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"IL12B"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"CORO1A"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"PTPRC"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"FKBP1B"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"LIPA"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"PTPN6"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"KITLG"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"PPP3CB"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"LMBR1L"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"RASGRP1"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"IL20RB"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"MSN"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"CTPS1"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"TNFRSF4"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"IL2"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"IDO1"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"RC3H1"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"CD151"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"SCGB1A1"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"SPN"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"CCND3"
"T CELL PROLIFERATION","Proliferation, T cell","Adaptive","Cellular","T cell","GO:0042098",26,"PRDX2"
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309",3,"LILRB1"
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309",3,"SLC11A1"
"T CELL PROLIFERATION INVOLVED IN IMMUNE RESPONSE","Proliferation, Immune response, T cell","Adaptive","Cellular","T cell","GO:0002309",3,"RPS6"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"GATA3"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"SKAP1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"THEMIS2"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"THEMIS"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD3G"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"KHDRBS1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PTPRC"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CACNB3"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"ZAP70"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTK"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PDE4B"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PDE4D"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"RC3H1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD247"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"ITK"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"UBE2N"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"ABL1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"NFKBID"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BRAF"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CRKL"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PLCG2"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"DENND1B"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"MAPK1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"TXK"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"VTCN1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PSEN1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"FYB2"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CTLA4"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTNL8"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD8B"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTN3A2"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BCL10"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CSK"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD28"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTNL10P"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"TEC"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"ZNF683"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"CD276"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PLCG1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"EIF2B2"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"FOSL2"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PTPN6"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BCAR1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTNL9"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTNL3"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"BTN2A1"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"HLA-DRB3"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PTPRJ"
"T CELL RECEPTOR SIGNALING PATHWAY","Signaling, T cell","Adaptive","Cellular","T cell","GO:0050852",52,"PIK3CA"
"T CELL RECEPTOR V(D)J RECOMBINATION","V(D)J, T cell, Receptor","Adaptive","Cellular","T cell","GO:0033153",2,"LIG4"
"T CELL RECEPTOR V(D)J RECOMBINATION","V(D)J, T cell, Receptor","Adaptive","Cellular","T cell","GO:0033153",2,"PRKDC"
"T CELL SELECTION","Selection, T cell","Adaptive","Cellular","T cell","GO:0045058",1,"CD1D"
"T FOLLICULAR HELPER CELL DIFFERENTIATION","Differentiation, Th cell, Follicular","Adaptive","Cellular","T helper","GO:0061470",2,"GPR183"
"T FOLLICULAR HELPER CELL DIFFERENTIATION","Differentiation, Th cell, Follicular","Adaptive","Cellular","T helper","GO:0061470",2,"RC3H1"
"T-HELPER 1 CELL ACTIVATION","Activation, Th1 cell","Adaptive","Cellular","T helper","GO:0035711",2,"HMGB1"
"T-HELPER 1 CELL ACTIVATION","Activation, Th1 cell","Adaptive","Cellular","T helper","GO:0035711",2,"CEBPB"
"T-HELPER 1 CELL DIFFERENTIATION","Differentiation, Th1 cell","Adaptive","Cellular","T helper","GO:0045063",3,"RELB"
"T-HELPER 1 CELL DIFFERENTIATION","Differentiation, Th1 cell","Adaptive","Cellular","T helper","GO:0045063",3,"HMGB1"
"T-HELPER 1 CELL DIFFERENTIATION","Differentiation, Th1 cell","Adaptive","Cellular","T helper","GO:0045063",3,"IL4R"
"T-HELPER 1 CELL LINEAGE COMMITMENT","Lineage commitment, Th1 cell","Adaptive","Cellular","T helper","GO:0002296",3,"SPN"
"T-HELPER 1 CELL LINEAGE COMMITMENT","Lineage commitment, Th1 cell","Adaptive","Cellular","T helper","GO:0002296",3,"STAT6"
"T-HELPER 1 CELL LINEAGE COMMITMENT","Lineage commitment, Th1 cell","Adaptive","Cellular","T helper","GO:0002296",3,"MTOR"
"T-HELPER 1 TYPE IMMUNE RESPONSE","Immune response, Th1","Adaptive","Cellular","T helper","GO:0042088",5,"TLR4"
"T-HELPER 1 TYPE IMMUNE RESPONSE","Immune response, Th1","Adaptive","Cellular","T helper","GO:0042088",5,"IL18BP"
"T-HELPER 1 TYPE IMMUNE RESPONSE","Immune response, Th1","Adaptive","Cellular","T helper","GO:0042088",5,"RELB"
"T-HELPER 1 TYPE IMMUNE RESPONSE","Immune response, Th1","Adaptive","Cellular","T helper","GO:0042088",5,"IL12B"
"T-HELPER 1 TYPE IMMUNE RESPONSE","Immune response, Th1","Adaptive","Cellular","T helper","GO:0042088",5,"BCL3"
"T-HELPER 17 CELL CHEMOTAXIS","Chemotaxis, Th17 cell","Adaptive","Cellular","T helper","GO:0035705",1,"CCR2"
"T-HELPER 17 CELL DIFFERENTIATION","Differentiation, Th17 cell","Adaptive","Cellular","T helper","GO:0072539",2,"RORC"
